record,lma_code,lma_fips,lma_title
397,SA0981580000000,81580,"Litchfield, CT LMA"
398,SA0981580000000,81580,"Litchfield, CT LMA"
399,SA0981580000000,81580,"Litchfield, CT LMA"
400,SA0981580000000,81580,"Litchfield, CT LMA"
401,SA0981580000000,81580,"Litchfield, CT LMA"
402,SA0981580000000,81580,"Litchfield, CT LMA"
403,SA0981580000000,81580,"Litchfield, CT LMA"
404,SA0981580000000,81580,"Litchfield, CT LMA"
405,SA0981580000000,81580,"Litchfield, CT LMA"
406,SA0981580000000,81580,"Litchfield, CT LMA"
407,SA0981580000000,81580,"Litchfield, CT LMA"
408,SA0981580000000,81580,"Litchfield, CT LMA"
409,SA0981580000000,81580,"Litchfield, CT LMA"
410,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
411,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
412,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
413,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
414,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
415,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
416,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
417,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
418,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
419,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
420,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
421,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
422,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
423,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
424,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
425,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
426,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
427,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
428,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
429,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
430,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
431,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
432,MT0975700000000,75700,"New Haven, CT Metropolitan NECTA"
433,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
434,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
435,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
436,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
437,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
438,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
439,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
440,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
441,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
442,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
443,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
444,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
445,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
446,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
447,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
448,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
449,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
450,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
451,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
452,MT0976450000000,76450,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
453,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
454,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
455,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
456,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
457,MT2578100000000,78100,"Springfield, MA-CT Metropolitan NECTA"
458,MC0978400000000,78400,"Torrington, CT Micropolitan NECTA"
459,MC0978400000000,78400,"Torrington, CT Micropolitan NECTA"
460,MC0978400000000,78400,"Torrington, CT Micropolitan NECTA"
461,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
462,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
463,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
464,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
465,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
466,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
467,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
468,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
469,MT0978700000000,78700,"Waterbury, CT Metropolitan NECTA"
470,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
471,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
472,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
473,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
474,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
475,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
476,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
477,MT2579600000000,79600,"Worcester, MA-CT Metropolitan NECTA"
478,MT1020100000000,20100,"Dover, DE Metropolitan Statistical Area"
479,MT4237980000000,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
480,MT1041540000000,41540,"Salisbury, MD-DE Metropolitan Statistical Area"
481,MT1147900000000,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
482,MC1211580000000,11580,"Arcadia, FL Micropolitan Statistical Area"
483,CN1200700000000,007,"Bradford County, FL"
484,CN1201300000000,013,"Calhoun County, FL"
485,MT1215980000000,15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area"
486,MC1217500000000,17500,"Clewiston, FL Micropolitan Statistical Area"
487,MT1218880000000,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area"
488,MT1218880000000,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area"
489,MT1219660000000,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area"
490,MT1219660000000,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area"
491,CN1202900000000,029,"Dixie County, FL"
492,CN1203700000000,037,"Franklin County, FL"
493,MT1223540000000,23540,"Gainesville, FL Metropolitan Statistical Area"
494,MT1223540000000,23540,"Gainesville, FL Metropolitan Statistical Area"
495,CN1204300000000,043,"Glades County, FL"
496,CN1204700000000,047,"Hamilton County, FL"
497,CN1205900000000,059,"Holmes County, FL"
498,MT1226140000000,26140,"Homosassa Springs, FL Metropolitan Statistical Area"
499,CN1206300000000,063,"Jackson County, FL"
500,MT1227260000000,27260,"Jacksonville, FL Metropolitan Statistical Area"
501,MT1227260000000,27260,"Jacksonville, FL Metropolitan Statistical Area"
502,MT1227260000000,27260,"Jacksonville, FL Metropolitan Statistical Area"
503,MT1227260000000,27260,"Jacksonville, FL Metropolitan Statistical Area"
504,MT1227260000000,27260,"Jacksonville, FL Metropolitan Statistical Area"
505,MC1228580000000,28580,"Key West, FL Micropolitan Statistical Area"
506,CN1206700000000,067,"Lafayette County, FL"
507,MC1229380000000,29380,"Lake City, FL Micropolitan Statistical Area"
508,MT1229460000000,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area"
509,CN1207500000000,075,"Levy County, FL"
510,CN1207700000000,077,"Liberty County, FL"
511,CN1207900000000,079,"Madison County, FL"
512,MT1233100000000,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area"
513,MT1233100000000,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area"
514,MT1233100000000,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area"
515,MT1234940000000,34940,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area"
516,MT1235840000000,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area"
517,MT1235840000000,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area"
518,MT1236100000000,36100,"Ocala, FL Metropolitan Statistical Area"
519,MC1236380000000,36380,"Okeechobee, FL Micropolitan Statistical Area"
520,MT1236740000000,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area"
521,MT1236740000000,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area"
522,MT1236740000000,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area"
523,MT1236740000000,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area"
524,MC1237260000000,37260,"Palatka, FL Micropolitan Statistical Area"
525,MT1237340000000,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area"
526,MT1237460000000,37460,"Panama City, FL Metropolitan Statistical Area"
527,MT1237460000000,37460,"Panama City, FL Metropolitan Statistical Area"
528,MT1237860000000,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area"
529,MT1237860000000,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area"
530,MT1238940000000,38940,"Port St. Lucie, FL Metropolitan Statistical Area"
531,MT1238940000000,38940,"Port St. Lucie, FL Metropolitan Statistical Area"
532,MT1239460000000,39460,"Punta Gorda, FL Metropolitan Statistical Area"
533,MT1242680000000,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area"
534,MT1242700000000,42700,"Sebring, FL Metropolitan Statistical Area"
535,CN1212100000000,121,"Suwannee County, FL"
536,MT1245220000000,45220,"Tallahassee, FL Metropolitan Statistical Area"
537,MT1245220000000,45220,"Tallahassee, FL Metropolitan Statistical Area"
538,MT1245220000000,45220,"Tallahassee, FL Metropolitan Statistical Area"
539,MT1245220000000,45220,"Tallahassee, FL Metropolitan Statistical Area"
540,MT1245300000000,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area"
541,MT1245300000000,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area"
542,MT1245300000000,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area"
543,MT1245300000000,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area"
544,CN1212300000000,123,"Taylor County, FL"
545,MT1245540000000,45540,"The Villages, FL Metropolitan Statistical Area"
546,CN1212500000000,125,"Union County, FL"
547,CN1213300000000,133,"Washington County, FL"
548,MC1248100000000,48100,"Wauchula, FL Micropolitan Statistical Area"
549,MT1310500000000,10500,"Albany, GA Metropolitan Statistical Area"
550,MT1310500000000,10500,"Albany, GA Metropolitan Statistical Area"
551,MT1310500000000,10500,"Albany, GA Metropolitan Statistical Area"
552,MT1310500000000,10500,"Albany, GA Metropolitan Statistical Area"
553,MT1310500000000,10500,"Albany, GA Metropolitan Statistical Area"
554,MC1311140000000,11140,"Americus, GA Micropolitan Statistical Area"
555,MC1311140000000,11140,"Americus, GA Micropolitan Statistical Area"
556,CN1300100000000,001,"Appling County, GA"
557,MT1312020000000,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
558,MT1312020000000,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
559,MT1312020000000,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
560,MT1312020000000,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
561,CN1300300000000,003,"Atkinson County, GA"
562,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
563,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
564,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
565,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
566,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
567,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
568,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
569,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
570,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
571,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
572,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
573,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
574,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
575,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
576,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
577,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
578,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
579,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
580,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
581,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
582,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
583,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
584,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
585,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
586,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
587,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
588,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
589,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
590,MT1312060000000,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
591,MT1312260000000,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
592,MT1312260000000,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
593,MT1312260000000,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
594,MT1312260000000,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
595,MT1312260000000,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
596,CN1300500000000,005,"Bacon County, GA"
597,MC1312460000000,12460,"Bainbridge, GA Micropolitan Statistical Area"
598,CN1301100000000,011,"Banks County, GA"
599,CN1301900000000,019,"Berrien County, GA"
600,CN1302300000000,023,"Bleckley County, GA"
601,MT1315260000000,15260,"Brunswick, GA Metropolitan Statistical Area"
602,MT1315260000000,15260,"Brunswick, GA Metropolitan Statistical Area"
603,MT1315260000000,15260,"Brunswick, GA Metropolitan Statistical Area"
604,CN1303700000000,037,"Calhoun County, GA"
605,MC1315660000000,15660,"Calhoun, GA Micropolitan Statistical Area"
606,CN1304300000000,043,"Candler County, GA"
607,MC1316340000000,16340,"Cedartown, GA Micropolitan Statistical Area"
608,CN1304900000000,049,"Charlton County, GA"
609,MT4716860000000,16860,"Chattanooga, TN-GA Metropolitan Statistical Area"
610,MT4716860000000,16860,"Chattanooga, TN-GA Metropolitan Statistical Area"
611,MT4716860000000,16860,"Chattanooga, TN-GA Metropolitan Statistical Area"
612,CN1306100000000,061,"Clay County, GA"
613,CN1306500000000,065,"Clinch County, GA"
614,MT1317980000000,17980,"Columbus, GA-AL Metropolitan Statistical Area"
615,MT1317980000000,17980,"Columbus, GA-AL Metropolitan Statistical Area"
616,MT1317980000000,17980,"Columbus, GA-AL Metropolitan Statistical Area"
617,MT1317980000000,17980,"Columbus, GA-AL Metropolitan Statistical Area"
618,CN1307500000000,075,"Cook County, GA"
619,MC1318380000000,18380,"Cordele, GA Micropolitan Statistical Area"
620,MC1318460000000,18460,"Cornelia, GA Micropolitan Statistical Area"
621,MT1319140000000,19140,"Dalton, GA Metropolitan Statistical Area"
622,MT1319140000000,19140,"Dalton, GA Metropolitan Statistical Area"
623,CN1309100000000,091,"Dodge County, GA"
624,CN1309300000000,093,"Dooly County, GA"
625,MC1320060000000,20060,"Douglas, GA Micropolitan Statistical Area"
626,MC1320140000000,20140,"Dublin, GA Micropolitan Statistical Area"
627,MC1320140000000,20140,"Dublin, GA Micropolitan Statistical Area"
628,CN1309900000000,099,"Early County, GA"
629,CN1310500000000,105,"Elbert County, GA"
630,CN1310700000000,107,"Emanuel County, GA"
631,MC0121640000000,21640,"Eufaula, AL-GA Micropolitan Statistical Area"
632,CN1310900000000,109,"Evans County, GA"
633,CN1311100000000,111,"Fannin County, GA"
634,MC1322340000000,22340,"Fitzgerald, GA Micropolitan Statistical Area"
635,CN1311900000000,119,"Franklin County, GA"
636,MT1323580000000,23580,"Gainesville, GA Metropolitan Statistical Area"
637,CN1312300000000,123,"Gilmer County, GA"
638,CN1312500000000,125,"Glascock County, GA"
639,CN1313100000000,131,"Grady County, GA"
640,SA1381140000000,81140,"Greene-Wilkes-Taliaferro, GA LMA"
641,SA1381140000000,81140,"Greene-Wilkes-Taliaferro, GA LMA"
642,SA1381140000000,81140,"Greene-Wilkes-Taliaferro, GA LMA"
643,CN1314700000000,147,"Hart County, GA"
644,MT1325980000000,25980,"Hinesville, GA Metropolitan Statistical Area"
645,MT1325980000000,25980,"Hinesville, GA Metropolitan Statistical Area"
646,CN1315500000000,155,"Irwin County, GA"
