,ID,Year,BUS_FLAG,RAIL_FLAG,CBSA, UPT ,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_VRM_ADJ,Bus_VRH_ADJ,Bus_FARE_TOTAL,Bus_FARE_per_UPT_2018,Bus_AVG_SPEED,Rail_UPT_ADJ,Rail_VRM_ADJ,Rail_VRH_ADJ,Rail_FARE_TOTAL,Rail_FARE_per_UPT_2018,Rail_AVG_SPEED,CLUSTER_APTA,CLUSTER_GT,CLUSTER_APTA_HML
264,"Lancaster, PA Metro Area-Bus",2018,1,0,0," 2,653,076 ",1672005.302,2653075.942,1672005.302,136124.126,-4250463.5,-1.667205575,0,13354.25,1307,3336,3872.25,3803.5,3856.75,3679,16959.25,-1.12,-1.52,2.7,-0.35,-0.97,1.33,9418.5,865,-1060.5,2588.25,6041.5,984.25,-0.04,8076.25,6366,-4.35,-1.7,6.05,-2983.97,11095.83,8111.86,-1.19,1.19,-0.62,,563.5,-0.65,-0.06,0,1,3,-4395422,2106.94,2155.93,1883.44,4632.07,1926.42,-0.8324,-1.743114285,0,0,0,0,,1,98,0,66,2653075.942,1672005.302,136124.126,-4250463.5,-1.743114285,-0.65,0,0,0,0,0,0,24,1,2
270,"Las Vegas-Paradise, NV Metro Area-Bus",2018,1,0,0," 1,808,730 ",3197445,1808730,3197445,227690,-4415304.5,-0.098557224,0,180925,38990.75,71339.25,1719.75,4859,3749.25,3515.75,175379.25,-1.92,-2.85,4.73,-0.65,-0.8,1.45,73950.5,-5051.25,-12597.5,46745.5,28374.75,16479,-1.46,8786.75,17066,-6.97,-0.22,7.2,-28330.9,112764.6,84433.71,-3.17,3.17,-0.31,,52548.5,0.38,-0.06,0,1,3,-8551059.5,3242.36,2417.25,1784.75,5713.91,13069.82,-0.5326,-0.164148886,21,0,0,0,,1,93,68,65,1808730,3197445,227690,-4415304.5,-0.164148886,0.38,0,0,0,0,0,0,21,4,2
470,"Seattle-Tacoma-Bellevue, WA Metro Area-Bus",2018,1,0,0," 1,755,629 ",5772692.28,1755629.2,5772692.28,708409.766,19234881.5,0.102665835,0,263006.5,69170.25,53964,11410.5,7063.5,6665.25,6471.75,265562.25,-2.9,-2.02,5.1,-0.67,-0.4,1.08,110054.75,-3849,37462,28282.5,12387.25,35772,-0.86,14321,21084.25,-5.5,-4.1,9.6,-20293.1,192774.17,172481.07,-1.39,1.39,-0.31,,86657,-0.62,-0.06,0,0,4,4195238.6,4950.12,4744.11,4045.83,10044.62,15480.91,-0.5326,0.007818228,0,2,1,0,,0,98,100,63,1755629.2,5772692.28,708409.766,19234881.5,0.007818228,-0.62,0,0,0,0,0,0,10,5,1
179,"Fort Collins-Loveland, CO Metro Area-Bus",2018,1,0,0," 1,676,500 ",386301.26,1676500.454,386301.26,30517.7035,892909,-0.029766702,0,24445.25,3141.5,9295.25,2315,7295.25,5158,7759.5,22142.5,-2.12,-0.65,2.73,-0.75,-0.85,1.6,12569.75,2383.75,-544.5,2756.5,2519.5,5454.5,1.34,14889.25,16530.75,-5,-6.97,11.98,-2238.14,27323.88,25085.74,-1.65,1.65,-0.51,,732.75,-0.07,-0.06,0,0,4,797856.58,5709.15,3818.2,5957.64,11494.75,11920.29,-0.714,-0.066281986,0,0,0,0,,1,89,49,100,1676500.454,386301.26,30517.7035,892909,-0.066281986,-0.07,0,0,0,0,0,0,31,2,3
116,"Columbia, SC Metro Area-Bus",2018,1,0,0," 1,022,177 ",1438286,1022177,1438286,81048,380696.75,-0.210229046,0,32136.5,18842.5,8953.75,-1369.25,2108,2382.75,2127,30458.25,-0.7,-0.7,1.4,-0.27,-1.62,1.9,13313.5,-2562.75,11734.75,-3768.5,3552.25,4357.75,-1.09,6283.25,9196.5,-2.22,-2.25,4.48,-8518.64,18311.67,9793.03,-2.27,2.27,-0.7,,-1830.25,2.62,-0.06,0,0,4,282471.53,577.76,971.01,378.78,3277.79,5238.54,-0.9046,-0.266666148,0,0,0,0,,1,83,0,53,1022177,1438286,81048,380696.75,-0.266666148,2.62,0,0,0,0,0,0,34,3,3
195,"Greenville-Mauldin-Easley, SC Metro Area-Bus",2018,1,0,0," 860,511 ",616115.0544,860510.573,616115.0544,51673.0244,-230709,-0.655453611,0,44197.5,5023.25,35422.25,-1437.25,4517.5,3798.25,4029.25,44197,-2.07,-2.42,4.68,-0.22,-1,1.23,25326.75,-1929.5,1929,4830.75,13597.25,6899.25,-1.08,7369.5,13723.5,-7.15,-0.7,7.85,-7273.4,21600.78,14327.4,-2.41,2.41,-0.7,,642.25,-2.04,-0.06,0,0,4,-288673.98,3158.08,2534.53,2431.93,4682.52,10023.96,-0.9046,-0.719839147,9,0,0,,,,0,0,0,860510.573,616115.0544,51673.0244,-230709,-0.719839147,-2.04,0,0,0,0,0,0,34,3,3
406,"Raleigh-Cary, NC Metro Area-Bus",2018,1,0,0," 840,410 ",654955.182,840410.35,654955.182,69138.2198,1584717.75,0.088783501,0,123549.25,42688.75,36896.75,8438.75,6511.25,5222.75,6170.75,128145.25,-1.72,-3.07,4.93,-1.05,-0.6,1.65,50149.5,-3995.75,-1467.5,29621.75,13221.75,12769.25,-1.23,12408,13026.75,-7.85,0,7.85,-8295.22,83548.81,75253.59,-1.7,1.7,-0.7,,7272.75,-0.65,-0.06,0,0,4,1131572.13,4646.21,3592.49,3982.73,8669.22,7935.45,-0.9046,0.029085537,0,0,1,,,0,96,78,95,840410.35,654955.182,69138.2198,1584717.75,0.029085537,-0.65,0,0,0,0,0,0,24,2,2
33,"Bakersfield-Delano, CA Metro Area-Bus",2018,1,0,0," 735,689 ",430043,735689,430043,41017,-380492,-0.156955995,0,25431.25,27506.5,-5236.75,483.75,2087.5,2138.75,-536,25504.75,-4.17,0.28,3.7,-0.65,-0.62,1.28,8874.5,147.75,257.25,-2512.5,4617.75,6364.25,-0.16,1813.5,1657,-2.2,1.68,0.53,-10083.35,1049.45,-9033.9,-2.38,2.38,-0.31,,1736.5,-0.32,-0.06,0,0,4,-660586.1,795.82,799.73,-2192.18,-1045.14,-2289.32,-0.5326,-0.206994664,0,0,0,,,0,77,51,54,735689,430043,41017,-380492,-0.206994664,-0.32,0,0,0,0,0,0,22,2,2
53,"Blacksburg-Christiansburg-Radford, VA Metro Area-Bus",2018,1,0,0," 701,486 ",183131,701486,183131,13074,-2517610.25,-0.733352318,0,545,2683.75,357.25,1039.25,6834.5,3754.75,11516.5,915.75,-0.4,-0.1,0.6,-1.17,-1.02,2.2,-2597.25,-201.25,-2485,-1559,-745.5,2393.5,-0.02,9210.5,8763.5,-5.25,-3.02,8.28,-1948.43,1410.3,-538.14,-2.33,2.33,-0.7,,-834.5,0.62,-0.06,0,0,4,-2723631.05,5622.8,2516.29,10345.12,6587.96,5313.56,-0.9046,-0.790028045,12,0,0,0,,1,90,0,93,701486,183131,13074,-2517610.25,-0.790028045,0.62,0,0,0,0,0,0,33,3,3
175,"Flagstaff, AZ Metro Area-Bus",2018,1,0,0," 652,489 ",152641,652489,152641,14512,5042.25,-0.180620349,0,3447.75,1845.5,1941,380.75,2156.75,-132.75,5432.25,2313.75,-2.8,-1.77,4.68,-0.6,-0.05,0.65,1859,-1289.25,1534.75,2881.5,-866,-402,-2.85,5472.25,9014.25,-3.32,6.55,-3.22,-1021.24,5791.91,4770.67,-1.78,1.78,-0.31,,3429.5,-0.42,-0.06,0,0,4,-74769.09,794.33,-1259.79,3873.15,2486.83,4905.27,-0.5326,-0.2231153,0,0,1,0,,1,91,0,100,652489,152641,14512,5042.25,-0.2231153,-0.42,0,0,0,0,0,0,33,3,3
318,"Missoula, MT Metro Area-Bus",2018,1,0,0," 519,437 ",80036,519437,80036,3450,102095.75,-0.174569286,0,6227.5,-10428.75,13803.25,2510.5,3344,2530,4028.25,7226,-0.7,-3.8,4.5,0.13,-2.57,2.45,3163.5,630,-3873.75,4411,2939,-942.75,0.92,16776.5,10353.75,-6.77,2,4.78,-572.53,2960.9,2388.36,-1.09,1.09,-0.51,,103.25,0.61,-0.06,0,1,2,38574.59,1873.82,1047.22,2539.59,14119.16,6430.95,-0.714,-0.223183895,0,0,0,,,0,94,54,100,519437,80036,3450,102095.75,-0.223183895,0.61,0,0,0,0,0,0,31,2,3
205,"Hartford-West Hartford-East Hartford, CT Metro Area-Bus",2018,1,0,0," 515,942 ",3702185.547,515941.53,3702185.547,272912.82,1558284.25,0.048697459,0,-2590.75,-20533.75,8227,-4811.5,3380.25,5088,4371.75,2990.5,-1.12,0.85,0.28,-0.9,-0.85,1.75,4791.5,-4811.75,4961.75,667,2506.5,1468,-1.11,2094.25,4595.75,-2.55,0.25,2.3,-14343.85,23346.35,9002.5,-2.26,2.26,-0.7,,-3485.75,0.05,-0.06,0,0,4,181097.89,1392.21,3155.28,1986.15,-2017.67,-933.31,-0.913,-0.028282644,0,0,0,0,,1,94,0,68,515941.53,3702185.547,272912.82,1558284.25,-0.028282644,0.05,0,0,0,0,0,0,23,1,2
19,"Ann Arbor, MI Metro Area-Bus",2018,1,0,0," 497,151 ",801985.145,497151.07,801985.145,74000.1543,-947834.5,-0.098396553,0,14398.75,5424.75,5082,-197.25,2663.75,3060.5,10781.5,12350.5,-2.8,-3.05,5.93,-1.3,-0.52,1.83,4471.5,-3167.75,1224.5,4022.75,1211,1181,-2.51,11860.75,13762,-6.67,2.4,4.28,-2853.81,11208.43,8354.63,-1.67,1.67,-0.64,,4518,-0.34,-0.06,0,0,4,-1390452.58,811.43,1300.4,8705.56,8090.05,8518.06,-0.8416,-0.134698712,13,0,0,0,,0,97,74,88,497151.07,801985.145,74000.1543,-947834.5,-0.134698712,-0.34,0,0,0,0,0,0,23,1,2
392,"Portland-South Portland-Biddeford, ME Metro Area-Bus",2018,1,0,0," 457,922 ",358277,457922,358277,23528,4240421.75,0.18297283,0,11191,17205.75,-4817.75,3396.25,5587.75,5072.25,7432.5,12272,-4.3,-0.27,4.68,-0.97,-1.57,2.55,1508,-6431.75,5484.75,957,879.25,618.75,-3.02,13195,11312,-6.3,-0.72,7.03,-5598.01,19409.56,13811.55,-2.07,2.07,-0.7,,348,0.92,-0.06,0,0,4,3482566.73,3822.85,3433.17,5526.42,9620.62,6463.82,-0.913,-0.325956642,0,0,0,,,0,98,0,81,457922,358277,23528,4240421.75,-0.325956642,0.92,0,0,0,0,0,0,23,3,2
390,"Port St. Lucie, FL Metro Area-Bus",2018,1,0,0," 448,320 ",541030,448320,541030,24799,55930.5,-0.686044774,0,37765.25,10729.5,28055.25,-2151.5,1794,3501.25,1629.25,38094.25,-6.8,0.93,5.73,-0.6,-1.02,1.63,6879.75,-1974.5,-1693.25,3158.5,4843.25,2545.75,-1.33,6079.5,16087,-6.8,-1.27,8.08,-5875.3,19683.61,13808.32,-3.23,3.23,-0.7,,1649.25,3.18,-0.06,0,1,2,40350.3,308.58,2352.73,0.61,3230.52,12048.4,-0.9046,-0.755337227,0,0,0,0,,1,51,0,47,448320,541030,24799,55930.5,-0.755337227,3.18,0,0,0,0,0,0,32,3,3
420,"Rochester, MN Metro Area-Bus",2018,1,0,0," 342,218 ",377005,342218,377005,28168,742359.25,0.172170324,0,7801.75,12743,-8141.75,102.5,5113.5,5201.25,4242.75,8317.5,-1.82,-2.47,4.28,-0.15,-1.12,1.28,2849,-1427.5,4081.25,-1348.25,2082,-538.5,-1.85,8314,9026.5,-4.9,-3.12,8.03,-1055.77,5266.26,4210.49,-1.09,1.09,-0.64,,1146.5,-0.63,-0.06,0,1,1,626476.51,3072.24,3288.63,1826.19,4341.16,3846.1,-0.8416,0.102693219,0,0,0,0,,0,20,0,48,342218,377005,28168,742359.25,0.102693219,-0.63,0,0,0,0,0,0,33,3,3
436,"Salinas, CA Metro Area-Bus",2018,1,0,0," 180,450 ",667986,180450,667986,37119,4312152.25,0.940140019,0,8902.75,8524.5,-4014.5,-178.5,4877,6071,10059.25,11260.25,-7.32,-1.72,9.05,-0.17,-1.62,1.8,1140.5,-2169.25,-8106.25,-2105.75,5587.5,7934.25,-1.78,19804,12463.75,-8.37,-1.25,9.63,-6001.64,10558.4,4556.76,-2.9,2.9,-0.31,,8130.25,0.21,-0.06,0,0,4,3906730.57,3464.18,4566.68,8114.17,16332.16,7461.25,-0.5326,0.840992903,0,0,0,,,0,73,0,60,180450,667986,37119,4312152.25,0.840992903,0.21,0,0,0,0,0,0,22,2,2
532,"Waco, TX Metro Area-Bus",2018,1,0,0," 164,429 ",-36557,164429,-36557,-55,99197,-0.053045562,0,8220.75,5293.5,5341.5,-1671.5,2607.75,2498.75,-1226.25,7340,-1.4,-0.8,2.25,-0.25,-1,1.25,7688.75,3990.75,-2012.75,807.5,887.5,4015.75,3.49,2376,9280.5,-5.4,-2.1,7.5,-1408.3,7483.85,6075.56,-1.44,1.44,-0.64,,-71.25,-0.68,-0.06,0,0,4,33597.44,1270.71,1174.85,-2960.91,-215.04,5808.12,-0.8332,-0.113447199,0,0,0,0,,1,68,0,48,164429,-36557,-55,99197,-0.113447199,-0.68,0,0,0,0,0,0,34,3,3
330,"Napa, CA Metro Area-Bus",2018,1,0,0," 152,238 ",-25473.972,152238.0541,-25473.972,5833.5625,-662629.25,-1.239305132,0,-1661.25,4229.75,-3009.5,1029,9252.5,6835,11935.5,-607.5,-4.85,-5.62,10.48,-0.9,-0.72,1.63,-3967.25,-1206.75,-2247.5,-1824.75,765,546.75,-2.15,20943.75,22154.5,-10.4,0.23,10.18,-1995.23,2018.95,23.73,-2.72,2.72,-0.31,,-113.75,-1.43,-0.06,0,0,4,-951994.61,7355.96,4946.38,9401.94,16496.37,16046.62,-0.5326,-1.533281549,0,0,0,,,0,87,0,82,152238.0541,-25473.972,5833.5625,-662629.25,-1.533281549,-1.43,0,0,0,0,0,0,31,2,3
112,"Colorado Springs, CO Metro Area-Bus",2018,1,0,0," 147,935 ",602220.772,147935.205,602220.772,59509.0485,21107.25,-0.036113911,0,49251,-3019.25,47410.5,3722.75,2857.25,-471.5,4828.75,47552,-1.67,-1.45,3.13,-0.9,-0.4,1.3,14714.25,-1481.25,-6891.25,13087.25,5751.25,4248.25,-0.81,8436.75,9762,-6.05,0.4,5.65,-6344.56,41823.35,35478.81,-2.4,2.4,-0.51,,-772.75,-1.31,-0.06,0,0,4,-136526.97,1083.11,-1814.42,2896.21,4872.09,5171.46,-0.714,-0.089827138,0,1,0,0,,1,85,49,87,147935.205,602220.772,59509.0485,21107.25,-0.089827138,-1.31,0,0,0,0,0,0,32,2,3
260,"Lafayette, LA Metro Area-Bus",2018,1,0,0," 145,932 ",47797.5645,145932.435,47797.5645,1267.0515,-49118.75,-0.09745571,0,6866.5,21058.5,-10812.5,-637.25,1043.25,1043.5,2852.75,7838.25,3.1,0.6,-3.6,-0.12,-1.72,1.85,1119,4394.5,2817,-4682.5,1105,-2515,2.41,269,-4667,3.95,-1.87,-2.07,-1175.67,-10679.35,-11855.01,-0.42,0.42,-0.64,,-1830,0.68,-0.06,0,1,3,-78724.85,-420.33,-380.42,1028.45,-2651.08,-8784.92,-0.8332,-0.125463439,0,0,0,0,,1,86,0,70,145932.435,47797.5645,1267.0515,-49118.75,-0.125463439,0.68,0,0,0,0,0,0,34,3,3
474,"Sebastian-Vero Beach, FL Metro Area-Bus",2018,1,0,0," 65,315 ",-53840.3112,65314.642,-53840.3112,1900.4544,0,0,0,12654,-395,10831,1569.75,3331.75,5708.5,2147.25,12790.75,-8.95,-1.92,11.05,-1.15,-0.47,1.63,4372,431.25,-1182.75,332.75,4324.75,466,0.33,2941,11654.5,-9.02,4.38,4.65,-2115.4,4295.08,2179.69,-3.58,3.58,-0.7,,,-1.99,-0.06,0,1,2,0,1943.77,4626.16,617.61,166.72,7262.86,-0.9046,0,0,0,0,,,0,38,0,51,65314.642,-53840.3112,1900.4544,0,0,-1.99,0,0,0,0,0,0,33,3,3
384,"Pittsburgh, PA Metro Area-Bus",2018,1,0,0," 63,426 ",1698773,63426,1698773,133309,2300783,0.039055471,0,-31986.5,-63798,18805.5,9719,4585.25,4911,4092,-32505,-1.62,0.48,1.25,-0.4,-1.37,1.78,12708.25,-15870.5,2202.25,15628.75,9901.25,846.5,-1.72,8567.25,12096.5,-3.97,-1.52,5.5,-16796.41,6252.26,-10544.15,-1.35,1.35,-0.62,,-509.5,-0.07,-0.06,0,0,4,-2521778.02,2928.35,3286.26,2222.34,5429.67,7808.96,-0.8324,-0.046241439,110,0,0,0,,1,97,100,77,63426,1698773,133309,2300783,-0.046241439,-0.07,0,0,0,0,0,0,10,1,1
306,"Merced, CA Metro Area-Bus",2018,1,0,0," 41,311 ",-18301.798,41311.3791,-18301.798,7037.4505,161401,0.109900319,0,9375,3071,7069,873.75,3140.25,2011,7038.75,10165.5,-0.37,-2.7,3.03,-0.67,0.23,0.45,3809.75,-1720.5,4240,-3066.75,1035,3322,-2.41,5083.5,11244,-6.17,2.85,3.33,-5208.9,7901.59,2692.69,-4.73,4.73,-0.31,,-373.25,-1.06,-0.06,0,1,2,85104.76,1861.23,785.02,5433.15,2438.46,7661.94,-0.5326,0.024229777,0,0,0,,,0,83,0,70,41311.3791,-18301.798,7037.4505,161401,0.024229777,-1.06,0,0,0,0,0,0,32,3,3
219,"Huntsville, AL Metro Area-Bus",2018,1,0,0," 37,013 ",3518,37013,3518,146,-1139.5,-0.03037588,0,19900,9500.75,9010.25,738,2418.25,2626.75,2758.5,18538.5,-1.75,-0.5,2.15,-0.7,-0.92,1.63,12918.25,-1083,4391.5,-1853.25,5155.75,6307.25,-0.94,7309.25,4083.5,-3.22,-2.05,5.28,-5108.35,18083.72,12975.35,-2.65,2.65,-0.64,,1619.25,0.03,-0.06,0,1,2,-18242.26,657.91,1113.07,651.48,3922.07,-565.12,-0.8332,-0.059383471,11,0,0,0,,1,74,29,70,37013,3518,146,-1139.5,-0.059383471,0.03,0,0,0,0,0,0,34,3,3
426,"Rome, GA Metro Area-Bus",2018,1,0,0," 24,810 ",42632,24810,42632,-283,13633.25,-0.001174064,0,2353.75,3143.75,-1535.75,-259,3028.5,1910.75,12772.5,2586.75,2.78,-3.22,0.25,-0.4,-0.62,1.03,2007,709.5,-754.5,915,947.5,189.5,1.37,3432.5,2169.25,0.33,-4.4,4.08,-1536.08,3036.09,1500.01,-3.7,3.7,-0.7,,-611.25,1.63,-0.06,0,1,2,-23886.31,1856.76,821.39,11464.38,927.38,-1426.79,-0.9046,-0.037174064,0,0,0,,,0,65,0,30,24810,42632,-283,13633.25,-0.037174064,1.63,0,0,0,0,0,0,33,3,3
518,"Topeka, KS Metro Area-Bus",2018,1,0,0," 16,575 ",94681,16575,94681,5847,-342367.25,-0.291955058,0,-729,-1703.5,1007.75,-1588.25,3877.5,4082.25,2579.25,401.5,-2.4,-1.1,3.35,-1.32,-0.8,2.13,7327,410,2022,1443.5,2947.75,503.75,-0.02,3879,-853.75,-4.15,0.58,3.58,-1660.41,-637.49,-2297.9,-1.3,1.3,-0.64,,-2389.25,0.13,-0.06,0,1,3,-415825.97,2109.96,2289.81,915.39,615.72,-4914.49,-0.8416,-0.35249563,204,0,0,0,,1,73,45,87,16575,94681,5847,-342367.25,-0.35249563,0.13,0,0,0,0,0,0,33,3,3
209,"Hickory-Lenoir-Morganton, NC Metro Area-Bus",2018,1,0,0," 10,763 ",68611,10763,68611,4539,-10640.5,-0.140754448,0,5817.5,-475,3882.75,-223.75,2797.75,1764.25,4483,4922,-5.72,-4.5,10.08,-0.8,-0.92,1.73,8222.75,1053.5,-5905.75,3174.75,5983,3917.25,0.44,11651.25,17866.75,-8.25,1.48,6.78,-4543.23,12753.66,8210.43,-2.9,2.9,-0.7,,,-0.74,-0.06,0,1,2,-15404.08,1505.29,476.17,3097.36,9184.89,14643.61,-0.9046,-0.181536079,0,0,0,,,0,67,0,43,10763,68611,4539,-10640.5,-0.181536079,-0.74,0,0,0,0,0,0,34,3,3
217,"Huntington-Ashland, WV-KY-OH Metro Area-Bus",2018,1,0,0," (2,992)",-111633.1618,-2992.2529,-111633.1618,-1055.7756,362726,0.464499113,0,-9684.5,5559,-15291.25,-24.25,1441.5,2458.75,-151.5,-10214,4,-0.8,-3.2,-0.37,-0.92,1.3,-7190,-977.5,-3981.25,-4694.25,1157.25,1305.75,-0.22,-1468.75,5871,2.8,-7.45,4.65,-1594.42,-2263.44,-3857.87,-1.18,1.18,-0.64,,-1286,-1.82,-0.06,0,1,2,316200.32,96.72,1122.13,-1500.72,-3918.55,2634.6,-0.8416,0.405621551,0,0,0,,,,0,0,0,-2992.2529,-111633.1618,-1055.7756,362726,0.405621551,-1.82,0,0,0,0,0,0,34,3,3
159,"Elizabethtown, KY Metro Area-Bus",2018,1,0,0," (7,013)",-225.8789,-7012.642,-225.8789,-181.4592,0,0,0,-1511,-4421,4255,-1474.5,8990.75,6856.25,8154.75,-1601.5,-3.12,0.8,2.43,-0.15,-0.52,0.68,4496,-667.25,-1605,5162.5,1019.75,586,-1.55,4232.75,14021.5,-4.6,1.93,2.68,-999.18,3637.3,2638.11,-2.11,2.11,-0.64,,,0.26,-0.06,0,1,2,0,7552.25,5514.71,6555.45,1253.81,10236.52,-0.8416,0,0,0,0,,,0,72,0,47,-7012.642,-225.8789,-181.4592,0,0,0.26,0,0,0,0,0,0,34,3,3
544,"Williamsport, PA Metro Area-Bus",2018,1,0,0," (7,490)",126455,-7490,126455,1223,85234.25,0.068085472,0,-3922.25,-4628,-553.5,379.25,3402.25,3797.75,-3750.5,-4903,-7.1,3.93,3.1,-0.27,-0.95,1.23,771.25,-3575.5,-1060.25,3981.25,-251.25,1677,-7.88,6540,12379.25,-6.45,0.73,5.73,-1019.8,-4283.19,-5302.99,-1.24,1.24,-0.62,,152.25,1.88,-0.06,0,1,2,41372.27,2021.65,2425.85,-5197.04,3830.34,8863.67,-0.8324,0.03486357,0,0,0,,,0,85,0,85,-7490,126455,1223,85234.25,0.03486357,1.88,0,0,0,0,0,0,33,1,3
274,"Lebanon, PA Metro Area-Bus",2018,1,0,0," (8,740)",11163.5181,-8740.4289,11163.5181,-681.3695,-235.5,0.030737189,0,4512.25,-7340.75,4290,1849,3106.25,2658.25,5931.75,4339.25,1.83,-5.47,3.65,-0.15,-1.8,1.95,2270,-854.25,391.25,1361.5,536.5,835,-1.9,4566.25,5807,-1.15,-2.47,3.63,-797.98,904.05,106.07,-1.14,1.14,-0.62,,511,0.75,-0.06,0,1,2,-21982.68,1372.25,908.05,4048.17,1322.17,1768.28,-0.8324,-0.036888731,0,0,0,,,0,73,0,62,-8740.4289,11163.5181,-681.3695,-235.5,-0.036888731,0.75,0,0,0,0,0,0,32,2,3
552,"York-Hanover, PA Metro Area-Bus",2018,1,0,0," (13,988)",62354,-13988,62354,-2544,50709.25,0.040320487,0,7292.75,-24840,27281.5,3531,3857.25,4959.75,1054.75,6964.5,-1.2,-0.85,2.05,-0.22,-0.7,0.93,5044.25,1349,2097.25,-1905.75,3329.75,174,0.6,6738,9547.25,-4.82,0.28,4.55,-3349.92,6673.15,3323.24,-1.51,1.51,-0.62,,-206.25,0.81,-0.06,0,1,2,-56009.21,2124.45,3297.39,-868.13,3222.78,5144.51,-0.8324,-0.024497886,0,0,0,0,,1,95,0,79,-13988,62354,-2544,50709.25,-0.024497886,0.81,0,0,0,0,0,0,32,2,3
124,"Crestview-Fort Walton Beach-Destin, FL Metro Area-Bus",2018,1,0,0," (19,988)",-34658.7584,-19988.2624,-34658.7584,-1004.6208,-110840.75,-0.842226561,0,17741,2290,15628.75,1767.25,4929,-1556.25,4489.25,16334.75,1.6,-3.45,1.85,0.33,-1.4,1.08,16830.75,2605,3703.25,-1812.5,6030.75,6304.25,1.55,7970.25,8947.5,-1.8,-2.57,4.38,-1917.22,9267.78,7350.56,-2.31,2.31,-0.7,,332.75,-1.17,-0.06,0,1,2,-123852.11,3315.18,-2906.61,2693.21,4749.51,4664.16,-0.9046,-0.972001417,0,0,0,,,0,57,0,45,-19988.2624,-34658.7584,-1004.6208,-110840.75,-0.972001417,-1.17,0,0,0,0,0,0,32,3,3
442,"San Angelo, TX Metro Area-Bus",2018,1,0,0," (21,426)",-12624,-21426,-12624,-1918,-48430,-0.189988924,0,387.75,3647.25,3553,-2507.5,6626.75,5864.25,6166,513.75,-5.32,-3.95,9.08,0.43,-0.87,0.45,-1782,-657.25,-882.5,-386.5,394.5,-250.25,-1.33,7122.25,388.75,-4.72,-4.1,8.83,-445.1,286.06,-159.06,-0.79,0.79,-0.64,,,0.8,-0.06,0,1,1,-55345.3,5234.81,4371.87,4781.38,4405.21,-4101.35,-0.8332,-0.221971331,0,0,0,,,0,69,0,51,-21426,-12624,-1918,-48430,-0.221971331,0.8,0,0,0,0,0,0,32,3,3
254,"Kokomo, IN Metro Area-Bus",2018,1,0,0," (24,074)",5549.7928,-24074.3164,5549.7928,-354.3268,0,0,0,-769.75,750.5,-1830.5,130,1000.75,3931.75,-2397.5,-905.75,-4.52,-0.52,4.95,-0.3,-0.87,1.18,123.25,-999.5,440.25,-1476.5,294.75,1864.25,-2.96,4647.25,2119.25,-4.9,1.85,3.05,-908.83,4596.55,3687.72,-2.35,2.35,-0.64,,-299.25,0.82,-0.06,0,1,2,0,-594.41,2358.55,-4024.58,1817.71,-1409.35,-0.8416,0,0,0,0,0,,0,64,0,74,-24074.3164,5549.7928,-354.3268,0,0,0.82,0,0,0,0,0,0,,3,1
41,"Bay City, MI Metro Area-Bus",2018,1,0,0," (26,937)",-12989,-26937,-12989,-701,-85227.5,-0.103294648,0,-2549,-7053,4752.25,-93,2153,2267.5,948.75,-2633.25,-2.67,3.75,-0.9,-0.8,-1.55,2.35,3243.5,340.5,3533.5,-163.5,-510.5,43.5,0.11,-2514.5,-3666.5,0.98,-0.7,-0.27,-1269.22,-954.33,-2223.56,-2.18,2.18,-0.64,,-351,0.03,-0.06,0,1,1,-125517.98,621.92,761.14,-879.57,-5325.14,-7466.9,-0.8416,-0.182944186,0,0,0,,,0,79,0,58,-26937,-12989,-701,-85227.5,-0.182944186,0.03,0,0,0,0,0,0,34,3,3
