COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Coos County, OR",2016,"26,446","24,760","1,686"
"Crook County, OR",2016,"9,346","8,699",647
"Curry County, OR",2016,"9,047","8,437",610
"Deschutes County, OR",2016,"89,902","85,535","4,367"
"Douglas County, OR",2016,"45,714","42,852","2,862"
"Gilliam County, OR",2016,838,789,49
"Grant County, OR",2016,"3,109","2,872",237
"Harney County, OR",2016,"3,425","3,211",214
"Hood River County, OR",2016,"13,912","13,338",574
"Jackson County, OR",2016,"101,428","95,610","5,818"
"Jefferson County, OR",2016,"9,864","9,213",651
"Josephine County, OR",2016,"34,296","32,080","2,216"
"Klamath County, OR",2016,"29,235","27,258","1,977"
"Lake County, OR",2016,"3,454","3,234",220
"Lane County, OR",2016,"178,520","169,463","9,057"
"Lincoln County, OR",2016,"20,904","19,733","1,171"
"Linn County, OR",2016,"56,842","53,606","3,236"
"Malheur County, OR",2016,"12,482","11,794",688
"Marion County, OR",2016,"157,440","149,485","7,955"
"Morrow County, OR",2016,"5,768","5,489",279
"Multnomah County, OR",2016,"444,006","425,266","18,740"
"Polk County, OR",2016,"38,336","36,406","1,930"
"Sherman County, OR",2016,895,854,41
"Tillamook County, OR",2016,"11,643","11,072",571
"Umatilla County, OR",2016,"36,023","34,104","1,919"
"Union County, OR",2016,"11,979","11,273",706
"Wallowa County, OR",2016,"3,316","3,093",223
"Wasco County, OR",2016,"13,694","13,038",656
"Washington County, OR",2016,"313,480","300,651","12,829"
"Wheeler County, OR",2016,686,657,29
"Yamhill County, OR",2016,"53,203","50,764","2,439"
"Adams County, PA",2016,"55,392","53,195","2,197"
"Allegheny County, PA",2016,"647,442","613,923","33,519"
"Armstrong County, PA",2016,"33,087","30,609","2,478"
"Beaver County, PA",2016,"85,311","80,035","5,276"
"Bedford County, PA",2016,"24,049","22,643","1,406"
"Berks County, PA",2016,"213,186","202,596","10,590"
"Blair County, PA",2016,"60,843","57,635","3,208"
"Bradford County, PA",2016,"30,170","28,201","1,969"
"Bucks County, PA",2016,"340,801","325,087","15,714"
"Butler County, PA",2016,"98,598","93,616","4,982"
"Cambria County, PA",2016,"61,337","57,173","4,164"
"Cameron County, PA",2016,"2,231","2,067",164
"Carbon County, PA",2016,"31,552","29,672","1,880"
"Centre County, PA",2016,"78,925","75,635","3,290"
"Chester County, PA",2016,"280,310","269,460","10,850"
"Clarion County, PA",2016,"18,024","16,916","1,108"
"Clearfield County, PA",2016,"36,302","33,661","2,641"
"Clinton County, PA",2016,"18,552","17,241","1,311"
"Columbia County, PA",2016,"33,892","32,017","1,875"
"Crawford County, PA",2016,"40,496","38,066","2,430"
"Cumberland County, PA",2016,"130,104","124,828","5,276"
"Dauphin County, PA",2016,"142,086","135,338","6,748"
"Delaware County, PA",2016,"294,152","279,850","14,302"
"Elk County, PA",2016,"16,329","15,430",899
"Erie County, PA",2016,"133,570","124,886","8,684"
"Fayette County, PA",2016,"58,428","53,700","4,728"
"Forest County, PA",2016,"1,890","1,742",148
"Franklin County, PA",2016,"77,483","73,493","3,990"
"Fulton County, PA",2016,"7,303","6,842",461
"Greene County, PA",2016,"17,295","15,957","1,338"
"Huntingdon County, PA",2016,"19,661","18,289","1,372"
"Indiana County, PA",2016,"40,161","37,241","2,920"
"Jefferson County, PA",2016,"20,699","19,284","1,415"
"Juniata County, PA",2016,"12,198","11,546",652
"Lackawanna County, PA",2016,"106,753","100,722","6,031"
"Lancaster County, PA",2016,"279,791","268,250","11,541"
"Lawrence County, PA",2016,"41,501","38,716","2,785"
"Lebanon County, PA",2016,"70,572","67,413","3,159"
"Lehigh County, PA",2016,"188,952","178,860","10,092"
"Luzerne County, PA",2016,"158,706","148,726","9,980"
"Lycoming County, PA",2016,"58,711","54,823","3,888"
"McKean County, PA",2016,"18,488","17,266","1,222"
"Mercer County, PA",2016,"52,527","49,396","3,131"
"Mifflin County, PA",2016,"20,804","19,615","1,189"
"Monroe County, PA",2016,"81,853","76,748","5,105"
"Montgomery County, PA",2016,"447,345","428,861","18,484"
"Montour County, PA",2016,"9,126","8,737",389
"Northampton County, PA",2016,"158,771","150,580","8,191"
"Northumberland County, PA",2016,"43,949","41,207","2,742"
"Perry County, PA",2016,"24,281","23,162","1,119"
"Philadelphia County/city, PA",2016,"703,277","655,784","47,493"
"Pike County, PA",2016,"24,853","23,266","1,587"
"Potter County, PA",2016,"7,379","6,801",578
"Schuylkill County, PA",2016,"67,559","63,388","4,171"
"Snyder County, PA",2016,"20,514","19,556",958
"Somerset County, PA",2016,"34,171","31,717","2,454"
"Sullivan County, PA",2016,"2,840","2,636",204
"Susquehanna County, PA",2016,"20,862","19,679","1,183"
"Tioga County, PA",2016,"19,863","18,449","1,414"
"Union County, PA",2016,"19,778","18,833",945
"Venango County, PA",2016,"23,710","21,993","1,717"
"Warren County, PA",2016,"19,774","18,692","1,082"
"Washington County, PA",2016,"107,247","100,697","6,550"
"Wayne County, PA",2016,"22,518","21,226","1,292"
"Westmoreland County, PA",2016,"182,780","172,101","10,679"
"Wyoming County, PA",2016,"14,084","13,211",873
"York County, PA",2016,"234,861","224,026","10,835"
"Bristol County, RI",2016,"26,141","24,931","1,210"
"Kent County, RI",2016,"90,748","86,456","4,292"
"Newport County, RI",2016,"44,247","42,165","2,082"
"Providence County, RI",2016,"323,291","305,432","17,859"
"Washington County, RI",2016,"68,991","65,718","3,273"
"Abbeville County, SC",2016,"10,272","9,707",565
"Aiken County, SC",2016,"74,052","70,333","3,719"
"Allendale County, SC",2016,"2,660","2,431",229
"Anderson County, SC",2016,"88,808","84,714","4,094"
"Bamberg County, SC",2016,"5,312","4,830",482
"Barnwell County, SC",2016,"8,063","7,466",597
"Beaufort County, SC",2016,"72,435","68,957","3,478"
"Berkeley County, SC",2016,"96,894","92,439","4,455"
"Calhoun County, SC",2016,"6,894","6,466",428
"Charleston County, SC",2016,"201,534","193,260","8,274"
"Cherokee County, SC",2016,"23,508","22,098","1,410"
"Chester County, SC",2016,"13,378","12,411",967
"Chesterfield County, SC",2016,"21,611","20,528","1,083"
"Clarendon County, SC",2016,"12,707","11,856",851
"Colleton County, SC",2016,"16,740","15,798",942
"Darlington County, SC",2016,"29,879","28,010","1,869"
"Dillon County, SC",2016,"12,673","11,812",861
"Dorchester County, SC",2016,"73,092","69,726","3,366"
"Edgefield County, SC",2016,"10,537","9,937",600
"Fairfield County, SC",2016,"9,987","9,263",724
"Florence County, SC",2016,"65,310","61,854","3,456"
"Georgetown County, SC",2016,"24,941","23,239","1,702"
"Greenville County, SC",2016,"245,243","234,813","10,430"
"Greenwood County, SC",2016,"31,315","29,688","1,627"
"Hampton County, SC",2016,"8,220","7,738",482
"Horry County, SC",2016,"140,038","131,823","8,215"
"Jasper County, SC",2016,"11,986","11,461",525
"Kershaw County, SC",2016,"29,217","27,685","1,532"
"Lancaster County, SC",2016,"38,304","36,255","2,049"
"Laurens County, SC",2016,"30,003","28,434","1,569"
"Lee County, SC",2016,"6,433","5,976",457
"Lexington County, SC",2016,"147,910","141,860","6,050"
"McCormick County, SC",2016,"3,390","3,200",190
"Marion County, SC",2016,"12,670","11,560","1,110"
"Marlboro County, SC",2016,"9,304","8,518",786
"Newberry County, SC",2016,"19,170","18,315",855
"Oconee County, SC",2016,"34,186","32,415","1,771"
"Orangeburg County, SC",2016,"35,586","32,413","3,173"
"Pickens County, SC",2016,"56,299","53,486","2,813"
"Richland County, SC",2016,"200,219","190,518","9,701"
"Saluda County, SC",2016,"8,886","8,481",405
"Spartanburg County, SC",2016,"142,237","135,490","6,747"
"Sumter County, SC",2016,"44,230","41,619","2,611"
"Union County, SC",2016,"11,456","10,742",714
"Williamsburg County, SC",2016,"12,464","11,497",967
"York County, SC",2016,"130,517","124,468","6,049"
"Aurora County, SD",2016,"1,521","1,487",34
"Beadle County, SD",2016,"9,410","9,168",242
"Bennett County, SD",2016,"1,123","1,079",44
"Bon Homme County, SD",2016,"2,945","2,865",80
"Brookings County, SD",2016,"18,884","18,368",516
"Brown County, SD",2016,"21,087","20,524",563
"Brule County, SD",2016,"2,471","2,408",63
"Buffalo County, SD",2016,726,666,60
"Butte County, SD",2016,"5,047","4,873",174
"Campbell County, SD",2016,850,825,25
"Charles Mix County, SD",2016,"3,888","3,764",124
"Clark County, SD",2016,"1,920","1,845",75
"Clay County, SD",2016,"6,986","6,777",209
"Codington County, SD",2016,"15,204","14,736",468
"Corson County, SD",2016,"1,453","1,388",65
"Custer County, SD",2016,"3,993","3,833",160
"Davison County, SD",2016,"11,235","10,967",268
"Day County, SD",2016,"2,858","2,737",121
"Deuel County, SD",2016,"2,239","2,130",109
"Dewey County, SD",2016,"2,251","2,049",202
"Douglas County, SD",2016,"1,671","1,629",42
"Edmunds County, SD",2016,"2,163","2,113",50
"Fall River County, SD",2016,"3,022","2,890",132
"Faulk County, SD",2016,"1,113","1,084",29
"Grant County, SD",2016,"4,457","4,314",143
"Gregory County, SD",2016,"2,075","2,013",62
"Haakon County, SD",2016,"1,105","1,079",26
"Hamlin County, SD",2016,"3,173","3,067",106
"Hand County, SD",2016,"1,831","1,792",39
"Hanson County, SD",2016,"1,769","1,709",60
"Harding County, SD",2016,761,739,22
"Hughes County, SD",2016,"10,062","9,825",237
"Hutchinson County, SD",2016,"3,650","3,557",93
"Hyde County, SD",2016,698,679,19
"Jackson County, SD",2016,"1,304","1,250",54
"Jerauld County, SD",2016,"1,071","1,045",26
"Jones County, SD",2016,569,556,13
"Kingsbury County, SD",2016,"2,740","2,668",72
"Lake County, SD",2016,"6,456","6,237",219
"Lawrence County, SD",2016,"13,060","12,631",429
"Lincoln County, SD",2016,"31,436","30,760",676
"Lyman County, SD",2016,"1,775","1,692",83
"McCook County, SD",2016,"3,132","3,055",77
"McPherson County, SD",2016,"1,088","1,051",37
"Marshall County, SD",2016,"2,460","2,365",95
"Meade County, SD",2016,"13,675","13,246",429
"Mellette County, SD",2016,770,738,32
"Miner County, SD",2016,"1,200","1,168",32
"Minnehaha County, SD",2016,"107,699","104,942","2,757"
"Moody County, SD",2016,"3,950","3,805",145
"Oglala Lakota County, SD",2016,"3,610","3,223",387
"Pennington County, SD",2016,"54,703","53,022","1,681"
"Perkins County, SD",2016,"1,577","1,532",45
"Potter County, SD",2016,"1,157","1,126",31
"Roberts County, SD",2016,"4,840","4,640",200
"Sanborn County, SD",2016,"1,209","1,173",36
"Spink County, SD",2016,"3,285","3,184",101
"Stanley County, SD",2016,"1,870","1,825",45
"Sully County, SD",2016,859,839,20
"Todd County, SD",2016,"3,059","2,862",197
"Tripp County, SD",2016,"3,063","2,995",68
"Turner County, SD",2016,"4,676","4,546",130
"Union County, SD",2016,"8,048","7,798",250
"Walworth County, SD",2016,"2,241","2,126",115
"Yankton County, SD",2016,"11,582","11,286",296
"Ziebach County, SD",2016,976,932,44
"Anderson County, TN",2016,"33,610","31,980","1,630"
"Bedford County, TN",2016,"19,787","18,808",979
"Benton County, TN",2016,"6,727","6,249",478
"Bledsoe County, TN",2016,"4,314","4,015",299
"Blount County, TN",2016,"60,728","58,084","2,644"
"Bradley County, TN",2016,"50,035","47,813","2,222"
"Campbell County, TN",2016,"14,706","13,693","1,013"
"Cannon County, TN",2016,"6,009","5,732",277
"Carroll County, TN",2016,"12,000","11,196",804
"Carter County, TN",2016,"23,626","22,296","1,330"
"Cheatham County, TN",2016,"20,223","19,423",800
"Chester County, TN",2016,"8,430","8,012",418
"Claiborne County, TN",2016,"12,674","11,888",786
"Clay County, TN",2016,"3,036","2,838",198
"Cocke County, TN",2016,"14,424","13,516",908
"Coffee County, TN",2016,"24,408","23,263","1,145"
"Crockett County, TN",2016,"6,874","6,515",359
"Cumberland County, TN",2016,"23,517","22,129","1,388"
"Davidson County, TN",2016,"373,277","359,869","13,408"
"Decatur County, TN",2016,"4,652","4,333",319
"DeKalb County, TN",2016,"7,534","7,116",418
"Dickson County, TN",2016,"24,740","23,666","1,074"
"Dyer County, TN",2016,"16,335","15,326","1,009"
"Fayette County, TN",2016,"18,249","17,333",916
"Fentress County, TN",2016,"7,094","6,658",436
"Franklin County, TN",2016,"19,804","18,846",958
"Gibson County, TN",2016,"21,198","19,961","1,237"
"Giles County, TN",2016,"15,246","14,635",611
"Grainger County, TN",2016,"9,268","8,768",500
"Greene County, TN",2016,"30,817","29,142","1,675"
"Grundy County, TN",2016,"4,780","4,472",308
"Hamblen County, TN",2016,"26,801","25,437","1,364"
"Hamilton County, TN",2016,"171,608","163,729","7,879"
"Hancock County, TN",2016,"2,029","1,869",160
"Hardeman County, TN",2016,"9,178","8,615",563
"Hardin County, TN",2016,"10,187","9,580",607
"Hawkins County, TN",2016,"23,666","22,394","1,272"
"Haywood County, TN",2016,"7,662","7,167",495
"Henderson County, TN",2016,"11,964","11,149",815
"Henry County, TN",2016,"13,898","13,082",816
"Hickman County, TN",2016,"10,417","9,937",480
"Houston County, TN",2016,"3,192","2,953",239
"Humphreys County, TN",2016,"8,627","8,110",517
"Jackson County, TN",2016,"4,484","4,172",312
"Jefferson County, TN",2016,"23,571","22,331","1,240"
"Johnson County, TN",2016,"7,527","7,167",360
"Knox County, TN",2016,"233,285","224,002","9,283"
"Lake County, TN",2016,"1,912","1,764",148
"Lauderdale County, TN",2016,"9,417","8,692",725
"Lawrence County, TN",2016,"17,762","16,742","1,020"
"Lewis County, TN",2016,"4,879","4,590",289
"Lincoln County, TN",2016,"15,937","15,287",650
"Loudon County, TN",2016,"22,242","21,207","1,035"
"McMinn County, TN",2016,"22,721","21,491","1,230"
"McNairy County, TN",2016,"8,749","8,137",612
"Macon County, TN",2016,"10,219","9,775",444
"Madison County, TN",2016,"47,714","45,401","2,313"
"Marion County, TN",2016,"11,899","11,153",746
"Marshall County, TN",2016,"15,048","14,356",692
"Maury County, TN",2016,"44,013","42,242","1,771"
"Meigs County, TN",2016,"4,889","4,556",333
"Monroe County, TN",2016,"19,370","18,351","1,019"
"Montgomery County, TN",2016,"79,827","75,777","4,050"
"Moore County, TN",2016,"3,380","3,253",127
"Morgan County, TN",2016,"7,790","7,290",500
"Obion County, TN",2016,"12,547","11,667",880
"Overton County, TN",2016,"9,199","8,709",490
"Perry County, TN",2016,"3,184","2,983",201
"Pickett County, TN",2016,"2,321","2,169",152
"Polk County, TN",2016,"7,378","6,956",422
"Putnam County, TN",2016,"33,199","31,579","1,620"
"Rhea County, TN",2016,"13,450","12,498",952
"Roane County, TN",2016,"22,820","21,555","1,265"
"Robertson County, TN",2016,"34,696","33,260","1,436"
"Rutherford County, TN",2016,"163,365","157,344","6,021"
"Scott County, TN",2016,"8,008","7,417",591
"Sequatchie County, TN",2016,"5,911","5,567",344
"Sevier County, TN",2016,"51,117","48,598","2,519"
"Shelby County, TN",2016,"433,440","410,379","23,061"
"Smith County, TN",2016,"8,667","8,271",396
"Stewart County, TN",2016,"5,158","4,809",349
"Sullivan County, TN",2016,"69,645","66,058","3,587"
"Sumner County, TN",2016,"92,179","88,612","3,567"
"Tipton County, TN",2016,"27,459","25,905","1,554"
"Trousdale County, TN",2016,"3,840","3,655",185
"Unicoi County, TN",2016,"6,999","6,504",495
"Union County, TN",2016,"7,267","6,848",419
"Van Buren County, TN",2016,"2,033","1,908",125
"Warren County, TN",2016,"17,641","16,797",844
"Washington County, TN",2016,"58,640","55,849","2,791"
"Wayne County, TN",2016,"6,077","5,679",398
"Weakley County, TN",2016,"15,835","14,913",922
"White County, TN",2016,"11,742","11,160",582
"Williamson County, TN",2016,"113,370","109,513","3,857"
"Wilson County, TN",2016,"67,716","65,120","2,596"
"Anderson County, TX",2016,"23,520","22,503","1,017"
"Andrews County, TX",2016,"8,694","8,284",410
"Angelina County, TX",2016,"37,081","34,894","2,187"
"Aransas County, TX",2016,"10,243","9,671",572
"Archer County, TX",2016,"4,091","3,914",177
"Armstrong County, TX",2016,934,908,26
"Atascosa County, TX",2016,"21,031","19,909","1,122"
"Austin County, TX",2016,"14,036","13,289",747
"Bailey County, TX",2016,"2,720","2,601",119
"Bandera County, TX",2016,"9,508","9,118",390
"Bastrop County, TX",2016,"39,048","37,589","1,459"
"Baylor County, TX",2016,"1,606","1,548",58
"Bee County, TX",2016,"10,314","9,539",775
"Bell County, TX",2016,"139,567","133,287","6,280"
"Bexar County, TX",2016,"905,907","872,008","33,899"
"Blanco County, TX",2016,"5,937","5,754",183
"Borden County, TX",2016,366,353,13
"Bosque County, TX",2016,"8,192","7,840",352
"Bowie County, TX",2016,"39,644","37,781","1,863"
"Brazoria County, TX",2016,"169,945","161,140","8,805"
"Brazos County, TX",2016,"111,348","107,501","3,847"
"Brewster County, TX",2016,"3,963","3,814",149
"Briscoe County, TX",2016,548,524,24
"Brooks County, TX",2016,"2,440","2,152",288
"Brown County, TX",2016,"16,178","15,476",702
"Burleson County, TX",2016,"7,879","7,514",365
"Burnet County, TX",2016,"22,006","21,245",761
"Caldwell County, TX",2016,"17,951","17,175",776
"Calhoun County, TX",2016,"10,780","10,179",601
"Callahan County, TX",2016,"5,808","5,561",247
"Cameron County, TX",2016,"166,103","154,196","11,907"
"Camp County, TX",2016,"5,064","4,718",346
"Carson County, TX",2016,"3,099","2,998",101
"Cass County, TX",2016,"12,275","11,393",882
"Castro County, TX",2016,"3,496","3,389",107
"Chambers County, TX",2016,"18,221","17,113","1,108"
"Cherokee County, TX",2016,"21,208","20,132","1,076"
"Childress County, TX",2016,"2,962","2,873",89
"Clay County, TX",2016,"4,798","4,588",210
"Cochran County, TX",2016,"1,174","1,115",59
"Coke County, TX",2016,"1,422","1,363",59
"Coleman County, TX",2016,"3,066","2,888",178
"Collin County, TX",2016,"513,282","495,148","18,134"
"Collingsworth County, TX",2016,"1,216","1,174",42
"Colorado County, TX",2016,"9,798","9,337",461
"Comal County, TX",2016,"65,525","63,157","2,368"
"Comanche County, TX",2016,"5,361","5,130",231
"Concho County, TX",2016,"1,332","1,287",45
"Cooke County, TX",2016,"18,924","18,174",750
"Coryell County, TX",2016,"24,428","23,289","1,139"
"Cottle County, TX",2016,525,498,27
"Crane County, TX",2016,"1,706","1,560",146
"Crockett County, TX",2016,"1,737","1,606",131
"Crosby County, TX",2016,"2,623","2,508",115
"Culberson County, TX",2016,"1,000",959,41
"Dallam County, TX",2016,"4,002","3,913",89
"Dallas County, TX",2016,"1,299,195","1,247,033","52,162"
"Dawson County, TX",2016,"4,643","4,410",233
"Deaf Smith County, TX",2016,"8,614","8,345",269
"Delta County, TX",2016,"2,608","2,509",99
"Denton County, TX",2016,"452,182","436,692","15,490"
"DeWitt County, TX",2016,"9,504","8,985",519
"Dickens County, TX",2016,692,658,34
"Dimmit County, TX",2016,"6,241","5,797",444
"Donley County, TX",2016,"1,557","1,494",63
"Duval County, TX",2016,"4,886","4,353",533
"Eastland County, TX",2016,"7,424","7,020",404
"Ector County, TX",2016,"76,244","71,401","4,843"
"Edwards County, TX",2016,867,827,40
"Ellis County, TX",2016,"85,030","81,849","3,181"
"El Paso County, TX",2016,"349,941","332,660","17,281"
"Erath County, TX",2016,"20,241","19,421",820
"Falls County, TX",2016,"6,613","6,322",291
"Fannin County, TX",2016,"15,774","15,181",593
"Fayette County, TX",2016,"12,497","12,041",456
"Fisher County, TX",2016,"1,759","1,684",75
"Floyd County, TX",2016,"2,738","2,600",138
"Foard County, TX",2016,540,520,20
"Fort Bend County, TX",2016,"367,057","348,745","18,312"
"Franklin County, TX",2016,"4,511","4,291",220
"Freestone County, TX",2016,"6,871","6,413",458
"Frio County, TX",2016,"8,784","8,357",427
"Gaines County, TX",2016,"9,187","8,845",342
"Galveston County, TX",2016,"160,181","151,651","8,530"
"Garza County, TX",2016,"2,131","2,048",83
"Gillespie County, TX",2016,"13,002","12,633",369
"Glasscock County, TX",2016,749,720,29
"Goliad County, TX",2016,"3,319","3,127",192
"Gonzales County, TX",2016,"9,574","9,169",405
"Gray County, TX",2016,"8,489","7,905",584
"Grayson County, TX",2016,"61,234","58,878","2,356"
"Gregg County, TX",2016,"58,384","54,836","3,548"
"Grimes County, TX",2016,"11,057","10,327",730
"Guadalupe County, TX",2016,"76,000","73,276","2,724"
"Hale County, TX",2016,"12,596","11,889",707
"Hall County, TX",2016,"1,166","1,088",78
"Hamilton County, TX",2016,"3,601","3,425",176
"Hansford County, TX",2016,"2,947","2,855",92
"Hardeman County, TX",2016,"1,625","1,561",64
"Hardin County, TX",2016,"25,169","23,640","1,529"
"Harris County, TX",2016,"2,251,321","2,131,500","119,821"
"Harrison County, TX",2016,"29,961","28,164","1,797"
"Hartley County, TX",2016,"2,961","2,901",60
"Haskell County, TX",2016,"2,510","2,404",106
"Hays County, TX",2016,"104,929","101,434","3,495"
"Hemphill County, TX",2016,"2,116","2,037",79
"Henderson County, TX",2016,"35,400","33,747","1,653"
"Hidalgo County, TX",2016,"337,226","310,913","26,313"
"Hill County, TX",2016,"15,812","15,117",695
"Hockley County, TX",2016,"11,176","10,658",518
"Hood County, TX",2016,"25,278","24,091","1,187"
"Hopkins County, TX",2016,"17,332","16,642",690
"Houston County, TX",2016,"10,068","9,604",464
"Howard County, TX",2016,"13,218","12,488",730
"Hudspeth County, TX",2016,"1,542","1,450",92
"Hunt County, TX",2016,"40,534","38,800","1,734"
"Hutchinson County, TX",2016,"9,639","9,097",542
"Irion County, TX",2016,780,755,25
"Jack County, TX",2016,"3,856","3,666",190
"Jackson County, TX",2016,"7,278","6,938",340
"Jasper County, TX",2016,"13,471","12,439","1,032"
"Jeff Davis County, TX",2016,"1,074","1,042",32
"Jefferson County, TX",2016,"107,545","100,017","7,528"
"Jim Hogg County, TX",2016,"1,945","1,759",186
"Jim Wells County, TX",2016,"17,469","15,628","1,841"
"Johnson County, TX",2016,"76,076","72,766","3,310"
"Jones County, TX",2016,"5,627","5,301",326
"Karnes County, TX",2016,"6,279","5,973",306
"Kaufman County, TX",2016,"57,944","55,752","2,192"
"Kendall County, TX",2016,"20,355","19,705",650
"Kenedy County, TX",2016,218,208,10
"Kent County, TX",2016,470,456,14
"Kerr County, TX",2016,"21,368","20,601",767
"Kimble County, TX",2016,"1,953","1,879",74
"King County, TX",2016,178,171,7
"Kinney County, TX",2016,"1,157","1,090",67
"Kleberg County, TX",2016,"14,115","13,168",947
"Knox County, TX",2016,"1,560","1,494",66
"Lamar County, TX",2016,"23,239","22,165","1,074"
"Lamb County, TX",2016,"5,249","4,909",340
"Lampasas County, TX",2016,"9,165","8,785",380
"La Salle County, TX",2016,"3,888","3,688",200
"Lavaca County, TX",2016,"8,745","8,377",368
"Lee County, TX",2016,"9,288","8,938",350
"Leon County, TX",2016,"6,513","6,092",421
"Liberty County, TX",2016,"31,553","29,181","2,372"
"Limestone County, TX",2016,"8,330","7,864",466
"Lipscomb County, TX",2016,"1,652","1,579",73
"Live Oak County, TX",2016,"5,206","4,898",308
"Llano County, TX",2016,"8,296","7,951",345
"Loving County, TX",2016,86,82,4
"Lubbock County, TX",2016,"153,638","148,437","5,201"
"Lynn County, TX",2016,"2,731","2,623",108
"McCulloch County, TX",2016,"3,711","3,545",166
"McLennan County, TX",2016,"116,155","111,567","4,588"
"McMullen County, TX",2016,862,844,18
"Madison County, TX",2016,"4,770","4,528",242
"Marion County, TX",2016,"4,343","4,039",304
"Martin County, TX",2016,"2,483","2,374",109
"Mason County, TX",2016,"1,792","1,727",65
"Matagorda County, TX",2016,"16,890","15,656","1,234"
"Maverick County, TX",2016,"24,244","21,523","2,721"
"Medina County, TX",2016,"21,000","20,077",923
"Menard County, TX",2016,817,781,36
"Midland County, TX",2016,"85,085","81,341","3,744"
"Milam County, TX",2016,"10,272","9,743",529
"Mills County, TX",2016,"1,925","1,845",80
"Mitchell County, TX",2016,"2,610","2,427",183
"Montague County, TX",2016,"9,036","8,589",447
"Montgomery County, TX",2016,"266,006","252,985","13,021"
"Moore County, TX",2016,"11,198","10,866",332
"Morris County, TX",2016,"4,895","4,360",535
"Motley County, TX",2016,508,490,18
"Nacogdoches County, TX",2016,"28,723","27,380","1,343"
"Navarro County, TX",2016,"22,778","21,826",952
"Newton County, TX",2016,"5,355","4,931",424
"Nolan County, TX",2016,"6,867","6,538",329
"Nueces County, TX",2016,"167,828","158,383","9,445"
"Ochiltree County, TX",2016,"4,664","4,420",244
"Oldham County, TX",2016,909,882,27
"Orange County, TX",2016,"37,367","34,865","2,502"
"Palo Pinto County, TX",2016,"13,257","12,533",724
"Panola County, TX",2016,"10,234","9,501",733
"Parker County, TX",2016,"61,299","58,809","2,490"
"Parmer County, TX",2016,"4,950","4,826",124
"Pecos County, TX",2016,"6,498","6,117",381
"Polk County, TX",2016,"17,388","16,290","1,098"
"Potter County, TX",2016,"56,183","54,304","1,879"
"Presidio County, TX",2016,"3,080","2,751",329
"Rains County, TX",2016,"5,557","5,334",223
"Randall County, TX",2016,"70,691","68,607","2,084"
"Reagan County, TX",2016,"1,702","1,597",105
"Real County, TX",2016,"1,041",982,59
"Red River County, TX",2016,"5,035","4,744",291
"Reeves County, TX",2016,"6,036","5,716",320
"Refugio County, TX",2016,"3,138","2,930",208
"Roberts County, TX",2016,442,422,20
"Robertson County, TX",2016,"7,259","6,892",367
"Rockwall County, TX",2016,"47,370","45,712","1,658"
"Runnels County, TX",2016,"4,650","4,466",184
"Rusk County, TX",2016,"22,384","21,080","1,304"
"Sabine County, TX",2016,"3,484","3,158",326
"San Augustine County, TX",2016,"2,804","2,554",250
"San Jacinto County, TX",2016,"11,431","10,715",716
"San Patricio County, TX",2016,"30,623","28,340","2,283"
"San Saba County, TX",2016,"2,449","2,366",83
"Schleicher County, TX",2016,"1,421","1,347",74
"Scurry County, TX",2016,"7,411","6,975",436
"Shackelford County, TX",2016,"1,878","1,806",72
"Shelby County, TX",2016,"10,959","10,302",657
"Sherman County, TX",2016,"1,350","1,311",39
"Smith County, TX",2016,"105,490","100,724","4,766"
"Somervell County, TX",2016,"4,134","3,935",199
"Starr County, TX",2016,"26,358","22,841","3,517"
"Stephens County, TX",2016,"4,019","3,807",212
"Sterling County, TX",2016,670,644,26
"Stonewall County, TX",2016,640,612,28
"Sutton County, TX",2016,"1,592","1,465",127
"Swisher County, TX",2016,"2,717","2,601",116
"Tarrant County, TX",2016,"1,011,580","971,375","40,205"
"Taylor County, TX",2016,"63,326","60,960","2,366"
"Terrell County, TX",2016,406,390,16
"Terry County, TX",2016,"5,352","5,097",255
"Throckmorton County, TX",2016,743,717,26
"Titus County, TX",2016,"12,883","12,090",793
"Tom Green County, TX",2016,"54,275","51,847","2,428"
"Travis County, TX",2016,"678,536","656,988","21,548"
"Trinity County, TX",2016,"5,484","5,151",333
"Tyler County, TX",2016,"7,216","6,690",526
"Upshur County, TX",2016,"17,903","16,757","1,146"
"Upton County, TX",2016,"1,582","1,498",84
"Uvalde County, TX",2016,"11,813","11,186",627
"Val Verde County, TX",2016,"20,147","18,890","1,257"
"Van Zandt County, TX",2016,"24,865","23,796","1,069"
"Victoria County, TX",2016,"43,733","41,364","2,369"
"Walker County, TX",2016,"23,797","22,551","1,246"
"Waller County, TX",2016,"22,180","20,943","1,237"
"Ward County, TX",2016,"5,397","5,090",307
"Washington County, TX",2016,"15,089","14,323",766
"Webb County, TX",2016,"113,892","108,333","5,559"
"Wharton County, TX",2016,"21,081","20,022","1,059"
"Wheeler County, TX",2016,"2,483","2,366",117
"Wichita County, TX",2016,"55,491","53,081","2,410"
"Wilbarger County, TX",2016,"5,050","4,813",237
"Willacy County, TX",2016,"6,504","5,708",796
"Williamson County, TX",2016,"278,740","269,396","9,344"
"Wilson County, TX",2016,"23,761","22,834",927
"Winkler County, TX",2016,"3,071","2,834",237
"Wise County, TX",2016,"29,439","28,049","1,390"
"Wood County, TX",2016,"17,249","16,342",907
"Yoakum County, TX",2016,"3,761","3,582",179
