Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2015,10108,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company(GHRC),Inactive,Full Reporter,Bloomfield,CT,2010,"Hartford, CT",47,516,"924,859","$2,939,989",,"$2,569,022","$2,698,650","$2,972,210","$3,877,901","$4,335,217","$4,435,687","$4,021,657","$3,945,404","$3,881,795","$3,792,736","$3,421,993","$361,342",
2002,10109,1109,"Comsis Mobility Services, Inc., dba: Intelitran(Ride)",Inactive,Full Reporter,Providence,RI,2000,"Providence, RI-MA",34,504,"1,174,548","$265,772",,,,,,,,,,,,,,
2010,10110,1110,"2Plus Partners in Transportation, Inc(2Plus)",Inactive,Full Reporter,Rocky Hill,CT,2000,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,"$299,659","$262,452","$354,085","$270,257",,,,,,
2016,10112,1112,South Portland Bus Service(SPBS),Active,Reduced Reporter,South Portland,ME,2010,"Portland, ME",177,136,"203,914",,,,,,,,,,,"$299,479","$307,331","$337,371","$285,127","$247,925"
2016,10114,1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus(ShuttleBus),Active,Reduced Reporter,Biddeford,ME,2010,"Portland, ME",177,136,"203,914",,,,,,,,,,"$318,250","$336,567","$396,484","$394,736","$411,277","$432,724"
2016,10115,1115,Northern New England Passenger Rail Authority(NNEPRA),Active,Full Reporter,Portland,ME,2010,"Portland, ME",177,136,"203,914",,,,"$3,365,584","$3,054,734","$4,565,294","$6,089,045","$6,630,944","$6,665,907","$7,100,404","$7,416,871","$8,117,252","$8,623,681","$7,855,393","$8,307,125"
2010,10116,1116,Bonanza(BZ),Inactive,Full Reporter,Providence,RI,2000,"Providence, RI-MA",34,504,"1,174,548",,,,"$4,347,531","$3,101,125","$2,214,121","$2,563,714","$2,095,633",,,,,,,
2016,10117,1117,Plymouth & Brockton Street Railway Company(pbsr),Active,Reduced Reporter,Plymouth,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,$0,,,"$6,156,900","$6,190,696","$6,403,628","$6,810,105","$6,724,891","$7,176,612"
2016,10118,1118,MetroWest Regional Transit Authority(MWRTA),Active,Full Reporter,Framingham,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,"$632,201","$534,440","$518,721","$529,616","$601,273","$645,330","$594,484","$589,933","$582,951"
2016,10119,1119,University Of New Hampshire - University Transportation Services(UNH UTS),Active,Full Reporter,Durham,NH,2010,"Dover-Rochester, NH-ME",331,66,"88,087",,,,,,,,"$32,348","$1,335,949","$1,368,123","$1,426,820","$1,497,722","$1,605,311","$1,796,715","$1,874,978"
2016,10121,1121,Androscoggin Valley Council of Governments(AVCOG),Active,Planning Reporter,Auburn,ME,2010,"Lewiston, ME",446,35,"59,397",,,,,,,,,,,,,,,$0
2016,10122,1122,"Jalbert Leasing, Inc. dba C&J",Active,Reduced Reporter,Portsmouth,NH,2010,"Portsmouth, NH-ME",329,93,"88,200",,,,,,,,,,"$8,655,284","$10,536,563","$9,854,932","$12,451,028","$13,173,139","$13,237,818"
2016,10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation(CART),Active,Reduced Reporter,Salem,NH,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,$0,"$38,315","$28,426","$20,070","$14,701","$14,745"
2011,10124,1124,City of Bridgeport(BPT),Inactive,Full Reporter,Bridgeport,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",,,,,,,,,,,,,,,
2015,10125,1125,Berkshire Regional Transit Authority Council on Aging(BRTA),Inactive,Reduced Reporter,Pittsfield,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,"$183,324","$185,271","$188,276","$143,022","$155,413",
2015,10126,1126,Worcester Regional Transit Authority COA(WRTA COA),Inactive,Full Reporter,Worcester,MA,2010,"Worcester, MA-CT",81,304,"486,514",,,,,,,,,,"$58,208","$56,359","$52,886","$60,237","$54,695",
2016,10127,1127,City of Stamford,Active,Building Reporter,Stamford,CT,2010,"Bridgeport-Stamford, CT-NY",48,466,"923,311",,,,,,,,,,,$0,$0,$0,$0,$0
2016,10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Active,Full Reporter,Waterbury,CT,2010,"Waterbury, CT",185,90,"194,535",,,,,,,,,,"$1,787,807","$2,090,207","$2,199,123","$2,325,973","$2,337,736","$2,204,346"
2016,10129,1129,Massachusetts Department of Transportation(MassDOT),Active,Full Reporter,Boston,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$726,923","$261,862"
2016,10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain,Active,Full Reporter,Berlin,CT,2010,"Hartford, CT",47,516,"924,859",,,,,,,,,,"$563,278","$617,102","$603,754","$590,509","$564,718","$538,221"
2016,10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted(Nason Partners),Active,Reduced Reporter,Torrington,CT,2010,"Hartford, CT",47,516,"924,859",,,,,,,,,,,,"$68,669","$84,002","$82,315","$70,092"
2016,10133,1133,"Boston Express Bus, Inc.(BX)",Active,Reduced Reporter,Concord,NH,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,"$5,570,922","$5,877,971","$6,026,041","$6,183,948"
2016,10178,1156,Town of Bedford,Active,Reduced Reporter,Bedford,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$4,881","$4,912"
2016,10179,1157,City of Beverly,Active,Reduced Reporter,Beverly,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$3,989","$3,777"
2016,10180,1158,City of Burlington,Active,Reduced Reporter,Burlington,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$21,822","$15,976"
2016,10181,1159,Town of Lexington,Active,Reduced Reporter,Lexington,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$79,769","$58,754"
2016,10182,1160,"Mission Hill Link, Inc.",Active,Reduced Reporter,Boston,MA,2010,"Boston, MA-NH-RI",10,"1,873","4,181,019",,,,,,,,,,,,,,"$12,914","$7,465"
2016,10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Active,Full Reporter,Woods Hole,MA,2010,"Barnstable Town, MA",152,277,"246,695",,,,,,,,,,,,,,"$32,285,844","$33,232,039"
2016,10185,,Adams Council on Aging,Active,Reduced Reporter,Adams,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10186,,"Adlib, Inc.",Active,Reduced Reporter,Pittsfield,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10187,,Dalton Council on Aging,Active,Reduced Reporter,Dalton,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,"$7,375"
2016,10188,,Williamstown Council on Aging,Active,Reduced Reporter,Williamstown,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$948
2016,10189,,Southern Berkshire Elderly Transportation Corp.(SBETC),Active,Reduced Reporter,Great Barrington,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,"$17,877"
2016,10190,,Lenox Council on Aging,Active,Reduced Reporter,Lenox,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10191,,Lanesborough Council on Aging,Active,Reduced Reporter,Lanesborough,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,"$3,870"
2016,10192,,North Adams Council on Aging(nacoa),Active,Reduced Reporter,North Adams,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,"$6,902"
2016,10193,,Town of Sheffield Council on Aging,Active,Reduced Reporter,Sheffield,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10194,,"Soldier On, Inc.",Active,Reduced Reporter,Pittsfield,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10195,,Cheshire Council on Aging,Active,Reduced Reporter,Cheshire,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,$0
2016,10196,,Pittsfield Council on Aging,Active,Reduced Reporter,Pittsfield,MA,2010,"Pittsfield, MA",448,34,"59,124",,,,,,,,,,,,,,,"$3,252"
2016,11154,1135,"Flight Line, Inc.",Active,Reduced Reporter,Salem,NH,2010,"Manchester, NH",209,86,"158,377",,,,,,,,,,,,,"$89,463","$40,359","$15,371"
2016,20002,2002,Capital District Transportation Authority(CDTA),Active,Full Reporter,Albany,NY,2010,"Albany-Schenectady, NY",67,296,"594,962","$9,323,334","$8,782,740","$9,215,554","$9,434,072","$9,398,798","$10,283,671","$11,403,774","$13,127,632","$15,414,672","$15,005,354","$15,976,468","$16,848,884","$16,660,658","$17,394,787","$18,517,560"
2016,20003,2003,Broome County Department of Public Transportation(Broome County),Active,Full Reporter,Vestal,NY,2010,"Binghamton, NY-PA",210,74,"158,084","$1,969,385","$2,089,852","$2,171,564","$2,269,164","$2,308,124","$2,555,524","$2,643,414","$3,178,080","$2,960,972","$3,075,824","$2,853,296","$2,903,226","$2,870,210","$1,744,311","$2,598,693"
2016,20004,2004,Niagara Frontier Transportation Authority(NFT Metro),Active,Full Reporter,Buffalo,NY,2010,"Buffalo, NY",46,380,"935,906","$20,442,653","$19,913,504","$22,369,933","$23,264,391","$24,495,512","$25,404,306","$26,726,826","$28,758,688","$30,661,752","$31,650,760","$32,523,832","$36,488,687","$36,713,995","$37,397,595","$37,505,573"
2016,20005,2005,C-TRAN(C TRAN),Active,Reduced Reporter,Elmira,NY,2010,"Elmira, NY",407,38,"67,983","$1,620,387","$2,103,937","$1,939,150","$2,255,612","$2,356,922","$2,491,795","$2,782,503","$960,342","$943,690","$983,830","$970,720","$972,690","$1,031,268","$1,040,657","$962,975"
2016,20006,2006,City of Long Beach(Long Beach Bus),Active,Full Reporter,Long Beach,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$409,312","$390,344","$394,013",,"$401,000","$428,163","$358,380","$452,901","$429,511","$415,575","$416,644","$436,119","$429,108","$387,408","$411,017"
2011,20007,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus(MTA Long Island Bus)",Inactive,Full Reporter,Garden City,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$32,558,081","$36,675,561","$38,040,176","$41,117,416","$41,337,711","$41,738,889","$43,547,083","$42,945,350","$45,896,233","$47,213,601",,,,,
2016,20008,2008,MTA New York City Transit(NYCT),Active,Full Reporter,New York,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$2,125,417,830","$2,351,105,766","$2,548,965,991","$2,625,814,058","$2,728,959,320","$2,811,715,386","$2,988,779,509","$3,078,891,415","$3,251,532,420","$3,578,282,013","$3,622,833,825","$3,983,362,615","$4,133,813,034","$4,291,795,069","$4,330,281,843"
2016,20009,2009,City of Poughkeepsie,Active,Reduced Reporter,Poughkeepsie,NY,2010,"Poughkeepsie-Newburgh, NY-NJ",89,327,"423,566","$268,110","$232,982","$231,544","$227,738","$264,891","$281,966",,"$325,320","$408,786","$351,563","$369,548","$417,713","$382,668","$392,103","$317,056"
2016,20010,2010,Dutchess County Division of Mass Transportation(Loop Bus),Active,Full Reporter,Poughkeepsie,NY,2010,"Poughkeepsie-Newburgh, NY-NJ",89,327,"423,566","$576,838","$541,363","$547,433","$549,871","$611,322","$650,563","$690,392","$707,208","$666,929","$625,061","$705,630","$742,529","$965,232","$752,129","$758,984"
2005,20015,2015,City of Rome VIP Transit(VIP),Inactive,Reduced Reporter,Rome,NY,2000,"Utica, NY",233,55,"113,409",,,,,,,,,,,,,,,
2016,20018,2018,"CNY Centro, Inc.(CNY Centro)",Active,Full Reporter,Syracuse,NY,2010,"Syracuse, NY",90,195,"412,317","$6,984,816","$6,557,951","$6,967,619","$7,276,921","$7,814,460","$8,653,535","$9,864,435","$9,233,096","$10,061,403","$10,368,379","$12,371,202","$13,380,554","$13,188,901","$13,371,826","$15,269,439"
2004,20021,2021,Utica Transit Authority(UTA),Inactive,Full Reporter,Utica,NY,2000,"Utica, NY",233,55,"113,409","$454,345","$489,212","$456,230",,,,,,,,,,,,
1993,20038,2038,"Green Bus Lines, Inc.",Inactive,Full Reporter,Jamaica,NY,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,,,,,,,
1993,20039,2039,"Jamaica Buses, Inc.",Inactive,Full Reporter,Jamaica,NY,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,,,,,,,
2005,20040,2040,"New York Bus Tours, Inc., dba: New York Bus Service(NYBS)",Inactive,Full Reporter,Bronx,NY,2000,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$10,443,259","$10,838,098","$11,097,376","$5,582,947",,,,,,,,,,,
1993,20046,2046,Triboro Coach Corporation,Inactive,Full Reporter,Jackson Heights,NY,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,,,,,,,
2016,20071,2071,Huntington Area Rapid Transit(HART),Active,Full Reporter,Huntington Station,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$207,071","$203,745","$198,354","$189,136","$205,396","$210,770","$219,324","$216,031","$210,522","$210,638","$210,070","$240,711","$254,207","$253,926","$266,311"
2016,20072,2072,Suffolk County Department of Public Works - Transportation Division(ST),Active,Full Reporter,Yaphank,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$6,927,178","$6,735,675","$7,050,919","$7,549,845","$7,144,491","$7,397,130","$7,866,313","$7,653,099","$7,688,191","$8,101,908","$9,393,224","$10,141,975","$10,231,755","$10,044,135","$9,395,028"
1993,20073,2073,"Command Bus Company, Inc.",Inactive,Full Reporter,Brooklyn,NY,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,,,,,,,
2016,20075,2075,Port Authority Transit Corporation(PATCO),Active,Full Reporter,Lindenwold,NJ,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567","$19,250,866","$18,429,984","$18,672,787","$19,092,802","$19,041,160","$19,016,861","$21,184,361","$22,075,886","$22,057,817","$24,117,267","$26,147,459","$26,024,064","$24,389,638","$25,058,866","$26,178,026"
2016,20076,2076,Westchester County Bee-Line System(The Bee-Line System),Active,Full Reporter,Mount Vernon,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$35,775,960","$40,522,166","$42,050,783","$31,295,255","$42,832,099","$39,706,289","$42,227,614","$43,020,350","$44,017,733","$46,632,841","$46,581,054","$49,474,992","$49,535,012","$49,414,949","$49,361,028"
2016,20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",Active,Full Reporter,New York,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$339,446,185","$378,418,046","$403,361,946","$438,051,180","$454,893,543","$477,154,857","$503,268,971","$502,556,970","$527,270,420","$568,123,862","$588,121,687","$619,477,822","$650,513,294","$678,284,864","$695,365,952"
2004,20079,2079,"Liberty Lines Transit, Inc.(LLT)",Inactive,Full Reporter,Yonkers,NY,2000,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$34,867,064","$39,556,512","$41,070,037",,,,,,,,,,,,
2016,20080,2080,New Jersey Transit Corporation(NJ TRANSIT),Active,Full Reporter,Newark,NJ,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$502,731,006","$530,962,174","$541,262,881","$562,276,564","$645,269,494","$679,299,440","$762,308,295","$756,912,846","$767,987,318","$872,890,220","$891,835,082","$880,179,625","$911,481,390","$935,760,178","$997,242,799"
2016,20082,2082,New York City Department of Transportation(NYCDOT),Active,Full Reporter,New York,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$125,268,793","$104,953,339","$116,868,733","$102,666,137","$44,733,857","$2,750,933","$2,767,877","$3,050,853","$3,062,552","$2,851,894","$3,083,469","$3,036,546","$3,101,920","$3,177,398","$3,220,331"
2016,20084,2084,Transport of Rockland(TOR),Active,Full Reporter,Pomona,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$1,607,505","$1,654,802","$1,924,804","$2,143,932","$2,483,484","$2,788,183","$3,336,578","$3,592,575","$3,547,165","$4,007,790","$4,154,433","$4,021,208","$3,962,794","$4,025,919","$3,840,296"
2016,20085,2085,Clarkstown Mini-Trans,Active,Reduced Reporter,Nanuet,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$64,653","$66,301","$59,574",$4,"$63,683","$77,593","$63,889","$63,914","$62,191","$67,358","$68,230","$67,193","$73,716","$71,000","$64,776"
2013,20086,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens(TRIPS),Inactive,Reduced Reporter,Pomona,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$57,803","$57,687","$58,415","$58,644","$59,749","$62,762","$71,375","$83,860","$79,013","$86,000","$91,972","$99,828",,,
2016,20089,2089,Village of Spring Valley Bus(Spring Valley Jitney),Active,Reduced Reporter,Spring Valley,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$22,599",,"$25,195","$25,600","$20,534","$50,694","$21,445","$23,085","$22,032","$13,860","$8,039","$6,859","$5,161","$7,156","$5,410"
2016,20096,2096,Putnam County Transit(PART),Active,Full Reporter,Carmel,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$146,355","$151,610","$154,740","$165,561","$238,179","$241,318","$261,366","$273,521","$289,681","$304,131","$302,334","$293,023","$289,081","$246,187","$249,307"
2016,20098,2098,Port Authority Trans-Hudson Corporation(PATH),Active,Full Reporter,Jersey City,NJ,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$85,699,006","$79,101,069","$88,529,925","$91,392,402","$96,091,560","$101,451,605","$114,635,847","$109,085,891","$113,070,901","$123,113,483","$135,335,123","$149,168,366","$165,485,550","$181,665,196","$186,313,947"
2016,20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway(SIRTOA)",Active,Full Reporter,Staten Island,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$3,869,004","$4,240,274","$4,439,600","$4,592,359","$5,053,498","$5,409,739","$5,806,910","$5,798,263","$6,522,074","$7,230,277","$7,018,648","$7,263,031","$7,612,343","$8,176,222","$8,356,949"
2016,20100,2100,MTA Long Island Rail Road(MTA LIRR),Active,Full Reporter,Jamaica,NY,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$351,620,368","$393,329,248","$410,802,424","$442,300,319","$457,384,145","$479,382,431","$506,867,097","$509,332,964","$523,235,055","$571,741,785","$581,408,370","$632,186,606","$660,551,144","$700,684,859","$719,213,774"
2016,20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",Active,Full Reporter,Rochester,NY,2010,"Rochester, NY",60,324,"720,572","$13,614,962","$12,821,903","$13,807,370","$13,323,750","$12,158,365","$13,562,106","$13,067,095","$13,139,826","$12,712,738","$12,860,976","$12,508,498","$24,109,709","$24,568,131","$24,690,436","$24,081,800"
2015,20116,2116,"Centro of Cayuga, Inc.(Centro of Cayuga)",Inactive,Full Reporter,Syracuse,NY,2010,"Syracuse, NY",90,195,"412,317","$329,329","$321,564","$324,969","$322,188","$347,323","$358,849","$362,087","$376,390","$382,907","$391,862","$480,313","$434,916","$414,433","$415,198",
2004,20117,2117,"Liberty Lines Express, Inc.(LLE)",Inactive,Full Reporter,Yonkers,NY,2000,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$7,667,687",$0,"$7,733,213",,,,,,,,,,,,
2010,20119,2119,County of Oneida,Inactive,Reduced Reporter,Utica,NY,2000,"Utica, NY",233,55,"113,409",,,,,,,,,,,,,,,
2016,20120,2120,Greater Glens Falls Transit System(GGFT),Active,Reduced Reporter,Queensbury,NY,2010,"Glens Falls, NY",419,42,"65,443","$135,116","$144,452","$184,788","$193,118","$206,139","$230,844","$256,427","$264,132","$270,113","$287,800","$284,702","$286,943","$287,649","$323,149","$305,086"
2016,20122,2122,"Academy Lines, Inc.",Active,Full Reporter,Hoboken,NJ,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$25,310,324","$28,982,925","$25,140,402","$22,145,377","$24,848,742","$24,470,021","$24,711,271","$22,569,632","$24,074,911","$29,135,882","$33,766,674","$39,836,215","$39,287,377","$37,501,705","$37,619,532"
2016,20126,2126,"Hudson Transit Lines, Inc.(Short Line)",Active,Full Reporter,Mahwah,NJ,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295","$23,156,380","$23,578,486","$24,046,088","$27,911,424","$32,498,034","$35,638,705","$39,030,473","$39,491,912","$30,694,698","$44,975,571","$47,684,492","$49,704,867","$50,644,780","$48,382,672","$54,718,327"
