NTD_ID,4 digit NTDID,Reporter Name,Reporter Type,Mode,TOS,Expense Type,2014
10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Small Systems Reporter,DR,PT,Funds Expended on Operations,20070.00
10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Small Systems Reporter,MB,PT,Funds Expended on Operations,0.00
10125,1125,Berkshire Regional Transit Authority Council on Aging,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
10125,1125,Berkshire Regional Transit Authority Council on Aging,Small Systems Reporter,DR,PT,Funds Expended on Operations,143022.00
10126,1126,Worcester Regional Transit Authority COA,Full Reporter: Operating,DR,PT,Funds Earned During Period,59965.00
10126,1126,Worcester Regional Transit Authority COA,Full Reporter: Operating,MB,PT,Funds Earned During Period,272.00
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter: Operating,DR,PT,Funds Earned During Period,269996.00
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter: Operating,MB,PT,Funds Earned During Period,2055977.00
10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter: Operating,MB,PT,Funds Earned During Period,590509.00
10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Small Systems Reporter,CB,PT,Funds Expended on Capital,0.00
10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Small Systems Reporter,CB,PT,Funds Expended on Operations,84002.00
10133,1133,"Boston Express Bus, Inc.",Small Systems Reporter,CB,DO,Funds Expended on Capital,0.00
10133,1133,"Boston Express Bus, Inc.",Small Systems Reporter,CB,DO,Funds Expended on Operations,5877971.00
11154,1135,"Flight Line, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,89463.00
20002,2002,Capital District Transportation Authority,Full Reporter: Operating,CB,PT,Funds Earned During Period,724502.00
20002,2002,Capital District Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,485101.00
20002,2002,Capital District Transportation Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,583812.00
20002,2002,Capital District Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,14776317.00
20002,2002,Capital District Transportation Authority,Full Reporter: Operating,VP,PT,Funds Earned During Period,90926.00
20003,2003,Broome County Department of Public Transportation,Full Reporter: Operating,DR,DO,Funds Earned During Period,236596.00
20003,2003,Broome County Department of Public Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,122268.00
20003,2003,Broome County Department of Public Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,2511346.00
20004,2004,Niagara Frontier Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,502971.00
20004,2004,Niagara Frontier Transportation Authority,Full Reporter: Operating,LR,DO,Funds Earned During Period,5340880.00
20004,2004,Niagara Frontier Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,30870144.00
20005,2005,C-TRAN,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
20005,2005,C-TRAN,Small Systems Reporter,DR,PT,Funds Expended on Operations,268130.00
20005,2005,C-TRAN,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
20005,2005,C-TRAN,Small Systems Reporter,MB,PT,Funds Expended on Operations,763138.00
20006,2006,City of Long Beach,Full Reporter: Operating,DR,DO,Funds Earned During Period,23700.00
20006,2006,City of Long Beach,Full Reporter: Operating,MB,DO,Funds Earned During Period,405408.00
20008,2008,MTA New York City Transit,Full Reporter: Operating,CB,DO,Funds Earned During Period,76466759.00
20008,2008,MTA New York City Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,12122316.00
20008,2008,MTA New York City Transit,Full Reporter: Operating,HR,DO,Funds Earned During Period,3171793085.00
20008,2008,MTA New York City Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,857947543.00
20008,2008,MTA New York City Transit,Full Reporter: Operating,RB,DO,Funds Earned During Period,15483331.00
20009,2009,City of Poughkeepsie,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20009,2009,City of Poughkeepsie,Small Systems Reporter,MB,DO,Funds Expended on Operations,382668.00
20010,2010,Dutchess County Division of Mass Transportation,Full Reporter: Operating,DR,DO,Funds Earned During Period,269290.00
20010,2010,Dutchess County Division of Mass Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,695942.00
20018,2018,"CNY Centro, Inc. ",Full Reporter: Operating,DR,DO,Funds Earned During Period,254253.00
20018,2018,"CNY Centro, Inc. ",Full Reporter: Operating,DR,PT,Funds Earned During Period,180751.00
20018,2018,"CNY Centro, Inc. ",Full Reporter: Operating,DT,PT,Funds Earned During Period,17114.00
20018,2018,"CNY Centro, Inc. ",Full Reporter: Operating,MB,DO,Funds Earned During Period,12736783.00
20071,2071,Huntington Area Rapid Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,86440.00
20071,2071,Huntington Area Rapid Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,167767.00
20072,2072,Suffolk County Department of Public Works - Transportation Division,Full Reporter: Operating,DR,PT,Funds Earned During Period,2034740.00
20072,2072,Suffolk County Department of Public Works - Transportation Division,Full Reporter: Operating,MB,PT,Funds Earned During Period,8197015.00
20075,2075,Port Authority Transit Corporation,Full Reporter: Operating,HR,DO,Funds Earned During Period,24389638.00
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,DR,PT,Funds Earned During Period,938100.00
20076,2076,Westchester County Bee-Line System,Full Reporter: Operating,MB,PT,Funds Earned During Period,48596912.00
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,CR,DO,Funds Earned During Period,649849733.00
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,FB,PT,Funds Earned During Period,195530.00
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,MB,PT,Funds Earned During Period,468031.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,CR,DO,Funds Earned During Period,520917786.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,DR,PT,Funds Earned During Period,2463058.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,DO,Funds Earned During Period,4691212.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,LR,PT,Funds Earned During Period,14601260.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,351811185.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,MB,PT,Funds Earned During Period,12399853.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,VP,PT,Funds Earned During Period,2179957.00
20080,2080,New Jersey Transit Corporation,Full Reporter: Operating,YR,PT,Funds Earned During Period,2417079.00
20082,2082,New York City Department of Transportation,Full Reporter: Operating,FB,DO,Funds Earned During Period,0.00
20082,2082,New York City Department of Transportation,Full Reporter: Operating,MB,PT,Funds Earned During Period,3101920.00
20084,2084,Transport of Rockland,Full Reporter: Operating,DR,DO,Funds Earned During Period,117612.00
20084,2084,Transport of Rockland,Full Reporter: Operating,MB,PT,Funds Earned During Period,3845182.00
20085,2085,Clarkstown Mini-Trans,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20085,2085,Clarkstown Mini-Trans,Small Systems Reporter,MB,DO,Funds Expended on Operations,73716.00
20089,2089,Village of Spring Valley Bus,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20089,2089,Village of Spring Valley Bus,Small Systems Reporter,MB,DO,Funds Expended on Operations,5161.00
20096,2096,Putnam County Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,63774.00
20096,2096,Putnam County Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,225307.00
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter: Operating,FB,PT,Funds Earned During Period,7408550.00
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter: Operating,HR,DO,Funds Earned During Period,158077000.00
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter: Operating,HR,DO,Funds Earned During Period,7612343.00
20100,2100,MTA Long Island Rail Road,Full Reporter: Operating,CR,DO,Funds Earned During Period,660551144.00
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,343571.00
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter: Operating,MB,DO,Funds Earned During Period,24224560.00
20116,2116,"Centro of Cayuga, Inc.",Full Reporter: Operating,MB,DO,Funds Earned During Period,414433.00
20120,2120,Greater Glens Falls Transit System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
20120,2120,Greater Glens Falls Transit System,Small Systems Reporter,DR,DO,Funds Expended on Operations,6897.00
20120,2120,Greater Glens Falls Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20120,2120,Greater Glens Falls Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,280752.00
20122,2122,"Academy Lines, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,39287377.00
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,50644780.00
20128,2128,Suburban Transit Corporation,Full Reporter: Operating,CB,DO,Funds Earned During Period,27128563.00
20132,2132,New Jersey Transit Corporation-45,Full Reporter: Operating,MB,DO,Funds Earned During Period,14728565.00
20135,2135,Monsey New Square Trails Corporation,Full Reporter: Operating,CB,DO,Funds Earned During Period,3642475.00
20137,2137,Monroe Bus Corporation,Full Reporter: Operating,CB,DO,Funds Earned During Period,2453452.00
20143,2143,Town of Newburgh,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
20143,2143,Town of Newburgh,Small Systems Reporter,DR,DO,Funds Expended on Operations,2650.00
20145,2145,Tompkins Consolidated Area Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,70803.00
20145,2145,Tompkins Consolidated Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,4145873.00
20145,2145,Tompkins Consolidated Area Transit,Full Reporter: Operating,VP,PT,Funds Earned During Period,28662.00
20148,2148,Newburgh Beacon Bus Corporation,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20148,2148,Newburgh Beacon Bus Corporation,Small Systems Reporter,MB,DO,Funds Expended on Operations,161920.00
20149,2149,"Rockland Coaches, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,16835830.00
20158,2158,Tioga County,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
20158,2158,Tioga County,Small Systems Reporter,DR,PT,Funds Expended on Operations,12924.00
20158,2158,Tioga County,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
20158,2158,Tioga County,Small Systems Reporter,MB,PT,Funds Expended on Operations,127507.00
20160,2160,"Community Transit, Inc. ",Full Reporter: Operating,CB,DO,Funds Earned During Period,4551903.00
20161,2161,DeCamp Bus Lines,Full Reporter: Operating,CB,DO,Funds Earned During Period,12811178.00
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,15590591.00
20165,2165,"Olympia Trails Bus Company, Inc.",Full Reporter: Operating,CB,DO,Funds Earned During Period,9158647.00
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter: Operating,MB,DO,Funds Earned During Period,16034131.00
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter: Operating,CB,DO,Funds Earned During Period,22453546.00
20172,2172,"Centro of Oswego, Inc.",Full Reporter: Operating,MB,DO,Funds Earned During Period,568636.00
20175,2175,Private Transportation Corporation,Full Reporter: Operating,MB,PT,Funds Earned During Period,961477.00
20176,2176,Kaser Bus Service,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
20176,2176,Kaser Bus Service,Small Systems Reporter,MB,PT,Funds Expended on Operations,295482.00
20177,2177,"Adirondack Transit Lines, Inc,",Full Reporter: Operating,CB,DO,Funds Earned During Period,10784975.00
20178,2178,Ulster County Area Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,29252.00
20178,2178,Ulster County Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,487335.00
20179,2179,"Hendrick Hudson Bus Lines, Inc.",Small Systems Reporter,CB,DO,Funds Expended on Capital,0.00
20179,2179,"Hendrick Hudson Bus Lines, Inc.",Small Systems Reporter,CB,DO,Funds Expended on Operations,218921.00
20182,2182,Town of Highlands Dial-A-Bus,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
20182,2182,Town of Highlands Dial-A-Bus,Small Systems Reporter,DR,DO,Funds Expended on Operations,2363.00
20183,2183,Town of Monroe Dial-A-Bus,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
20183,2183,Town of Monroe Dial-A-Bus,Small Systems Reporter,DR,DO,Funds Expended on Operations,30198.00
20185,2185,"Centro of Oneida, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,70899.00
20185,2185,"Centro of Oneida, Inc.",Full Reporter: Operating,MB,DO,Funds Earned During Period,1142186.00
20187,2187,Village of Kiryas Joel,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
20187,2187,Village of Kiryas Joel,Small Systems Reporter,MB,DO,Funds Expended on Operations,125979.00
20188,2188,MTA Bus Company,Full Reporter: Operating,MB,DO,Funds Earned During Period,203590762.00
20189,2189,"BillyBey Ferry Company, LLC",Full Reporter: Operating,FB,DO,Funds Earned During Period,9632823.00
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter: Operating,FB,DO,Funds Earned During Period,37785895.00
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter: Operating,MB,DO,Funds Earned During Period,1370473.00
20191,2191,City of Kingston Citibus,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
20191,2191,City of Kingston Citibus,Small Systems Reporter,DR,DO,Funds Expended on Operations,11572.00
