,CBSA,MNAME,Year,POP_CENSUSTRACT
1799,24580,"Green Bay, WI Metro Area",2013,34912
1800,24580,"Green Bay, WI Metro Area",2014,35078
1801,24580,"Green Bay, WI Metro Area",2015,34717
1802,24580,"Green Bay, WI Metro Area",2016,35046
1803,24580,"Green Bay, WI Metro Area",2017,35006
1804,24580,"Green Bay, WI Metro Area",2018,35058.25
1805,24660,"Greensboro-High Point, NC Metro Area",2005,29040
1806,24660,"Greensboro-High Point, NC Metro Area",2006,27628
1807,24660,"Greensboro-High Point, NC Metro Area",2007,26216
1808,24660,"Greensboro-High Point, NC Metro Area",2008,24804
1809,24660,"Greensboro-High Point, NC Metro Area",2009,23392
1810,24660,"Greensboro-High Point, NC Metro Area",2010,21980
1811,24660,"Greensboro-High Point, NC Metro Area",2011,20568
1812,24660,"Greensboro-High Point, NC Metro Area",2012,20610
1813,24660,"Greensboro-High Point, NC Metro Area",2013,21024
1814,24660,"Greensboro-High Point, NC Metro Area",2014,21429
1815,24660,"Greensboro-High Point, NC Metro Area",2015,22019
1816,24660,"Greensboro-High Point, NC Metro Area",2016,22960
1817,24660,"Greensboro-High Point, NC Metro Area",2017,23912
1818,24660,"Greensboro-High Point, NC Metro Area",2018,24861.25
1819,24860,"Greenville-Mauldin-Easley, SC Metro Area",2005,24645
1820,24860,"Greenville-Mauldin-Easley, SC Metro Area",2006,24522
1821,24860,"Greenville-Mauldin-Easley, SC Metro Area",2007,24399
1822,24860,"Greenville-Mauldin-Easley, SC Metro Area",2008,24276
1823,24860,"Greenville-Mauldin-Easley, SC Metro Area",2009,24153
1824,24860,"Greenville-Mauldin-Easley, SC Metro Area",2010,24030
1825,24860,"Greenville-Mauldin-Easley, SC Metro Area",2011,23907
1826,24860,"Greenville-Mauldin-Easley, SC Metro Area",2012,24536
1827,24860,"Greenville-Mauldin-Easley, SC Metro Area",2013,24004
1828,24860,"Greenville-Mauldin-Easley, SC Metro Area",2014,24281
1829,24860,"Greenville-Mauldin-Easley, SC Metro Area",2015,24712
1830,24860,"Greenville-Mauldin-Easley, SC Metro Area",2016,24678
1831,24860,"Greenville-Mauldin-Easley, SC Metro Area",2017,24823
1832,24860,"Greenville-Mauldin-Easley, SC Metro Area",2018,24923.25
1833,25060,"Gulfport-Biloxi, MS Metro Area",2005,6767
1834,25060,"Gulfport-Biloxi, MS Metro Area",2006,6172
1835,25060,"Gulfport-Biloxi, MS Metro Area",2007,5577
1836,25060,"Gulfport-Biloxi, MS Metro Area",2008,4982
1837,25060,"Gulfport-Biloxi, MS Metro Area",2009,4387
1838,25060,"Gulfport-Biloxi, MS Metro Area",2010,3792
1839,25060,"Gulfport-Biloxi, MS Metro Area",2011,3197
1840,25060,"Gulfport-Biloxi, MS Metro Area",2012,3376
1841,25060,"Gulfport-Biloxi, MS Metro Area",2013,3239
1842,25060,"Gulfport-Biloxi, MS Metro Area",2014,3395
1843,25060,"Gulfport-Biloxi, MS Metro Area",2015,3534
1844,25060,"Gulfport-Biloxi, MS Metro Area",2016,3483
1845,25060,"Gulfport-Biloxi, MS Metro Area",2017,3743
1846,25060,"Gulfport-Biloxi, MS Metro Area",2018,3925.25
1847,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2005,27195
1848,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2006,27045
1849,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2007,26895
1850,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2008,26745
1851,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2009,26595
1852,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2010,26445
1853,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2011,26295
1854,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2012,26618
1855,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2013,26901
1856,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2014,26299
1857,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2015,26205
1858,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2016,25568
1859,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2017,25624
1860,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",2018,25506.75
1861,25260,"Hanford-Corcoran, CA Metro Area",2005,48773
1862,25260,"Hanford-Corcoran, CA Metro Area",2006,44338
1863,25260,"Hanford-Corcoran, CA Metro Area",2007,39903
1864,25260,"Hanford-Corcoran, CA Metro Area",2008,35468
1865,25260,"Hanford-Corcoran, CA Metro Area",2009,31033
1866,25260,"Hanford-Corcoran, CA Metro Area",2010,26598
1867,25260,"Hanford-Corcoran, CA Metro Area",2011,22163
1868,25260,"Hanford-Corcoran, CA Metro Area",2012,22513
1869,25260,"Hanford-Corcoran, CA Metro Area",2013,23164
1870,25260,"Hanford-Corcoran, CA Metro Area",2014,23654
1871,25260,"Hanford-Corcoran, CA Metro Area",2015,24137
1872,25260,"Hanford-Corcoran, CA Metro Area",2016,22803
1873,25260,"Hanford-Corcoran, CA Metro Area",2017,21766
1874,25260,"Hanford-Corcoran, CA Metro Area",2018,20654.75
1875,25420,"Harrisburg-Carlisle, PA Metro Area",2005,68026
1876,25420,"Harrisburg-Carlisle, PA Metro Area",2006,67665
1877,25420,"Harrisburg-Carlisle, PA Metro Area",2007,67304
1878,25420,"Harrisburg-Carlisle, PA Metro Area",2008,66943
1879,25420,"Harrisburg-Carlisle, PA Metro Area",2009,66582
1880,25420,"Harrisburg-Carlisle, PA Metro Area",2010,66221
1881,25420,"Harrisburg-Carlisle, PA Metro Area",2011,65860
1882,25420,"Harrisburg-Carlisle, PA Metro Area",2012,65312
1883,25420,"Harrisburg-Carlisle, PA Metro Area",2013,65485
1884,25420,"Harrisburg-Carlisle, PA Metro Area",2014,66204
1885,25420,"Harrisburg-Carlisle, PA Metro Area",2015,66804
1886,25420,"Harrisburg-Carlisle, PA Metro Area",2016,66586
1887,25420,"Harrisburg-Carlisle, PA Metro Area",2017,67201
1888,25420,"Harrisburg-Carlisle, PA Metro Area",2018,67607.75
1889,25500,"Harrisonburg, VA Metro Area",2005,16047
1890,25500,"Harrisonburg, VA Metro Area",2006,16741
1891,25500,"Harrisonburg, VA Metro Area",2007,17435
1892,25500,"Harrisonburg, VA Metro Area",2008,18129
1893,25500,"Harrisonburg, VA Metro Area",2009,18823
1894,25500,"Harrisonburg, VA Metro Area",2010,19517
1895,25500,"Harrisonburg, VA Metro Area",2011,20211
1896,25500,"Harrisonburg, VA Metro Area",2012,19925
1897,25500,"Harrisonburg, VA Metro Area",2013,19971
1898,25500,"Harrisonburg, VA Metro Area",2014,19327
1899,25500,"Harrisonburg, VA Metro Area",2015,19287
1900,25500,"Harrisonburg, VA Metro Area",2016,19835
1901,25500,"Harrisonburg, VA Metro Area",2017,20151
1902,25500,"Harrisonburg, VA Metro Area",2018,20525
1903,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2005,261075
1904,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2006,258860
1905,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2007,256645
1906,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2008,254430
1907,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2009,252215
1908,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2010,250000
1909,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2011,247785
1910,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2012,248272
1911,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2013,250569
1912,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2014,250869
1913,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2015,250435
1914,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2016,249262
1915,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,248356
1916,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2018,247383.25
1917,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2005,261075
1918,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2006,258860
1919,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2007,256645
1920,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2008,254430
1921,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2009,252215
1922,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2010,250000
1923,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2011,247785
1924,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2012,248272
1925,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2013,250569
1926,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2014,250869
1927,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2015,250435
1928,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2016,249262
1929,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,248356
1930,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2018,247383.25
1931,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2005,
1932,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2006,
1933,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2007,
1934,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2008,
1935,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2009,
1936,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2010,
1937,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2011,
1938,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2012,
1939,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2013,
1940,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2014,
1941,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2015,
1942,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2016,
1943,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2017,
1944,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2018,0
1945,26100,"Holland-Grand Haven, MI Metro Area",2005,
1946,26100,"Holland-Grand Haven, MI Metro Area",2006,
1947,26100,"Holland-Grand Haven, MI Metro Area",2007,
1948,26100,"Holland-Grand Haven, MI Metro Area",2008,
1949,26100,"Holland-Grand Haven, MI Metro Area",2009,
1950,26100,"Holland-Grand Haven, MI Metro Area",2010,
1951,26100,"Holland-Grand Haven, MI Metro Area",2011,
1952,26100,"Holland-Grand Haven, MI Metro Area",2012,
1953,26100,"Holland-Grand Haven, MI Metro Area",2018,0
1954,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2005,4561
1955,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2006,4702
1956,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2007,4843
1957,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2008,4984
1958,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2009,5125
1959,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2010,5266
1960,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2011,5407
1961,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2012,5252
1962,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2013,5179
1963,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2014,5074
1964,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2015,5359
1965,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2016,5029
1966,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2017,4984
1967,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2018,4867.75
1968,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2005,1987957
1969,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2006,1955893
1970,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2007,1923829
1971,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2008,1891765
1972,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2009,1859701
1973,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2010,1827637
1974,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2011,1795573
1975,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2012,1809829
1976,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2013,1835709
1977,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2014,1869987
1978,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2015,1896046
1979,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2016,1924542
1980,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2017,1958196
1981,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2018,1990560.5
1982,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2005,1987957
1983,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2006,1955893
1984,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2007,1923829
1985,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2008,1891765
1986,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2009,1859701
1987,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2010,1827637
1988,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2011,1795573
1989,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2012,1809829
1990,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2013,1835709
1991,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2014,1869987
1992,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2015,1896046
1993,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2016,1924542
1994,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2017,1958196
1995,26420,"Houston-Sugar Land-Baytown, TX Metro Area",2018,1990560.5
1996,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2005,22153
1997,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2006,22332
1998,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2007,22511
1999,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2008,22690
2000,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2009,22869
2001,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2010,23048
2002,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2011,23227
2003,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2012,22771
2004,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2013,22608
2005,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2014,22626
2006,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2015,22557
2007,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2016,21967
2008,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2017,21693
2009,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2018,21340
2010,26620,"Huntsville, AL Metro Area",2005,6520
2011,26620,"Huntsville, AL Metro Area",2006,6586
2012,26620,"Huntsville, AL Metro Area",2007,6652
2013,26620,"Huntsville, AL Metro Area",2008,6718
2014,26620,"Huntsville, AL Metro Area",2009,6784
2015,26620,"Huntsville, AL Metro Area",2010,6850
2016,26620,"Huntsville, AL Metro Area",2011,6916
2017,26620,"Huntsville, AL Metro Area",2012,7007
2018,26620,"Huntsville, AL Metro Area",2013,6705
2019,26620,"Huntsville, AL Metro Area",2014,6787
2020,26620,"Huntsville, AL Metro Area",2015,7257
2021,26620,"Huntsville, AL Metro Area",2016,7559
2022,26620,"Huntsville, AL Metro Area",2017,8000
2023,26620,"Huntsville, AL Metro Area",2018,8406.25
2024,26820,"Idaho Falls, ID Metro Area",2005,19644
2025,26820,"Idaho Falls, ID Metro Area",2006,18738
2026,26820,"Idaho Falls, ID Metro Area",2007,17832
2027,26820,"Idaho Falls, ID Metro Area",2008,16926
2028,26820,"Idaho Falls, ID Metro Area",2009,16020
2029,26820,"Idaho Falls, ID Metro Area",2010,15114
2030,26820,"Idaho Falls, ID Metro Area",2011,14208
2031,26820,"Idaho Falls, ID Metro Area",2012,14218
2032,26820,"Idaho Falls, ID Metro Area",2013,14478
2033,26820,"Idaho Falls, ID Metro Area",2014,14151
2034,26820,"Idaho Falls, ID Metro Area",2015,14599
2035,26820,"Idaho Falls, ID Metro Area",2016,14937
2036,26820,"Idaho Falls, ID Metro Area",2017,15140
2037,26820,"Idaho Falls, ID Metro Area",2018,15376.75
2038,26900,"Indianapolis-Carmel, IN Metro Area",2005,184072
2039,26900,"Indianapolis-Carmel, IN Metro Area",2006,183158
2040,26900,"Indianapolis-Carmel, IN Metro Area",2007,182244
2041,26900,"Indianapolis-Carmel, IN Metro Area",2008,181330
2042,26900,"Indianapolis-Carmel, IN Metro Area",2009,180416
2043,26900,"Indianapolis-Carmel, IN Metro Area",2010,179502
2044,26900,"Indianapolis-Carmel, IN Metro Area",2011,178588
2045,26900,"Indianapolis-Carmel, IN Metro Area",2012,178362
2046,26900,"Indianapolis-Carmel, IN Metro Area",2013,179934
2047,26900,"Indianapolis-Carmel, IN Metro Area",2014,182712
2048,26900,"Indianapolis-Carmel, IN Metro Area",2015,183549
2049,26900,"Indianapolis-Carmel, IN Metro Area",2016,184051
2050,26900,"Indianapolis-Carmel, IN Metro Area",2017,185407
2051,26900,"Indianapolis-Carmel, IN Metro Area",2018,186549.5
2052,26980,"Iowa City, IA Metro Area",2005,28578
2053,26980,"Iowa City, IA Metro Area",2006,30461
2054,26980,"Iowa City, IA Metro Area",2007,32344
2055,26980,"Iowa City, IA Metro Area",2008,34227
2056,26980,"Iowa City, IA Metro Area",2009,36110
2057,26980,"Iowa City, IA Metro Area",2010,37993
2058,26980,"Iowa City, IA Metro Area",2011,39876
2059,26980,"Iowa City, IA Metro Area",2012,40378
2060,26980,"Iowa City, IA Metro Area",2013,40365
2061,26980,"Iowa City, IA Metro Area",2014,39727
2062,26980,"Iowa City, IA Metro Area",2015,40608
2063,26980,"Iowa City, IA Metro Area",2016,40202
2064,26980,"Iowa City, IA Metro Area",2017,41002
2065,26980,"Iowa City, IA Metro Area",2018,41500.5
2066,27060,"Ithaca, NY Metro Area",2005,13742
2067,27060,"Ithaca, NY Metro Area",2006,14356
2068,27060,"Ithaca, NY Metro Area",2007,14970
2069,27060,"Ithaca, NY Metro Area",2008,15584
2070,27060,"Ithaca, NY Metro Area",2009,16198
2071,27060,"Ithaca, NY Metro Area",2010,16812
2072,27060,"Ithaca, NY Metro Area",2011,17426
2073,27060,"Ithaca, NY Metro Area",2012,16331
2074,27060,"Ithaca, NY Metro Area",2013,16658
2075,27060,"Ithaca, NY Metro Area",2014,17162
2076,27060,"Ithaca, NY Metro Area",2015,17199
2077,27060,"Ithaca, NY Metro Area",2016,17267
2078,27060,"Ithaca, NY Metro Area",2017,17346
2079,27060,"Ithaca, NY Metro Area",2018,17422.25
2080,27100,"Jackson, MI Metro Area",2005,40779
2081,27100,"Jackson, MI Metro Area",2006,38189
2082,27100,"Jackson, MI Metro Area",2007,35599
2083,27100,"Jackson, MI Metro Area",2008,33009
2084,27100,"Jackson, MI Metro Area",2009,30419
2085,27100,"Jackson, MI Metro Area",2010,27829
2086,27100,"Jackson, MI Metro Area",2011,25239
2087,27100,"Jackson, MI Metro Area",2012,24791
2088,27100,"Jackson, MI Metro Area",2013,24998
2089,27100,"Jackson, MI Metro Area",2014,25860
2090,27100,"Jackson, MI Metro Area",2015,26592
2091,27100,"Jackson, MI Metro Area",2016,26155
2092,27100,"Jackson, MI Metro Area",2017,26239
2093,27100,"Jackson, MI Metro Area",2018,26192.75
2094,27140,"Jackson, MS Metro Area",2005,18297
2095,27140,"Jackson, MS Metro Area",2006,18045
2096,27140,"Jackson, MS Metro Area",2007,17793
2097,27140,"Jackson, MS Metro Area",2008,17541
2098,27140,"Jackson, MS Metro Area",2009,17289
2099,27140,"Jackson, MS Metro Area",2010,17037
2100,27140,"Jackson, MS Metro Area",2011,16785
2101,27140,"Jackson, MS Metro Area",2012,16924
2102,27140,"Jackson, MS Metro Area",2013,16014
2103,27140,"Jackson, MS Metro Area",2014,15969
2104,27140,"Jackson, MS Metro Area",2015,16526
2105,27140,"Jackson, MS Metro Area",2016,16384
2106,27140,"Jackson, MS Metro Area",2017,16722
2107,27140,"Jackson, MS Metro Area",2018,16940
2108,27180,"Jackson, TN Metro Area",2005,
2109,27180,"Jackson, TN Metro Area",2006,
2110,27180,"Jackson, TN Metro Area",2007,
2111,27180,"Jackson, TN Metro Area",2008,
2112,27180,"Jackson, TN Metro Area",2009,
2113,27180,"Jackson, TN Metro Area",2010,
2114,27180,"Jackson, TN Metro Area",2011,
2115,27180,"Jackson, TN Metro Area",2012,
2116,27180,"Jackson, TN Metro Area",2013,
2117,27180,"Jackson, TN Metro Area",2014,
2118,27180,"Jackson, TN Metro Area",2015,
2119,27180,"Jackson, TN Metro Area",2016,
2120,27180,"Jackson, TN Metro Area",2017,
2121,27180,"Jackson, TN Metro Area",2018,0
2122,27260,"Jacksonville, FL Metro Area",2005,93169
2123,27260,"Jacksonville, FL Metro Area",2006,90354
2124,27260,"Jacksonville, FL Metro Area",2007,87539
2125,27260,"Jacksonville, FL Metro Area",2008,84724
2126,27260,"Jacksonville, FL Metro Area",2009,81909
2127,27260,"Jacksonville, FL Metro Area",2010,79094
2128,27260,"Jacksonville, FL Metro Area",2011,76279
2129,27260,"Jacksonville, FL Metro Area",2012,75749
2130,27260,"Jacksonville, FL Metro Area",2013,75833
2131,27260,"Jacksonville, FL Metro Area",2014,78111
